feature
diff_gf_rolling3
diff_poss_rolling3
diff_sh_rolling3
diff_sot_rolling3
diff_xg_rolling3
passes_rolling3_home
diff_passes_rolling3
diff_pass_accuracy_pct_rolling3
diff_touches_in_box_rolling3
diff_winrate_rolling3
diff_gf_rolling5
diff_poss_rolling5
diff_sh_rolling5
diff_sot_rolling5
diff_xg_rolling5
diff_big_chances_rolling5
diff_big_chances_scored_rolling5
passes_rolling5_home
diff_passes_rolling5
diff_pass_accuracy_pct_rolling5
diff_shots_inside_box_rolling5
diff_through_balls_rolling5
diff_touches_in_box_rolling5
diff_winrate_rolling5
