target,feature_set,corr_threshold,k,C,class_weight,folds,accuracy,accuracy_std,balanced_accuracy,balanced_accuracy_std,f1,f1_std,roc_auc,roc_auc_std,average_precision,average_precision_std,log_loss,log_loss_std,brier,brier_std
btts,rolling_plus_table,0.95,72,0.03,balanced,3,0.5310240963855422,0.03195895266193019,0.5329601233215691,0.034628718193270853,0.5311226538191308,0.031123229292270377,0.5243114709774946,0.005363580130797371,0.5463251486933759,0.003028783769434203,0.7304062761655365,0.014348725299541164,0.2666001545858739,0.005524720521020852
btts,rolling_plus_table,0.9,36,0.1,balanced,3,0.5183734939759036,0.013159123437243805,0.5184513401063814,0.011671873165758653,0.5251465013303064,0.029182043049157246,0.5279665331488032,0.00913817296433025,0.5462089783744504,0.010053801103100574,0.7306758942822985,0.012198344269601109,0.2664199714990289,0.004279052480523087
btts,rolling_plus_table,0.95,36,0.3,balanced,3,0.4955321285140562,0.025344296987370445,0.49780453933909863,0.023631371448577673,0.4922911615081063,0.04758539422338084,0.53148449846036,0.012287855623781957,0.5475541872537032,0.017553415836614985,0.738987450212119,0.01502911823502255,0.2699863762225197,0.005208287083119995
btts,rolling_plus_table,0.9,36,0.3,balanced,3,0.516516064257028,0.0060018834105738435,0.5172309195771466,0.0043653528525144465,0.5196165313517729,0.03190970155799652,0.5235948722322882,0.013647773812299082,0.5440247805312448,0.011453127621025534,0.7426840446713966,0.01903273425803659,0.2713262992319385,0.006798706116235333
btts,rolling_plus_table,0.9,72,0.1,balanced,3,0.527008032128514,0.025235479910222715,0.5295421451889429,0.028365094560462305,0.5271682134068388,0.021676116921448742,0.5172847087932922,0.010374119090317532,0.5382203455372822,0.008884951788412384,0.7504656703860828,0.012319340762843847,0.2749267490348996,0.004483272830473185
btts,rolling_plus_table,0.95,72,0.1,balanced,3,0.5163654618473895,0.021131735784216,0.5183768033324152,0.023759706857149062,0.5196272624059721,0.010519784717563504,0.5168334095619013,0.015244432678212988,0.5421314001249655,0.006493250743630635,0.7575449623485574,0.020983085435839394,0.2774974269659292,0.007328012115351843
btts,rolling_plus_table,0.9,72,0.3,balanced,3,0.5209839357429719,0.025489751347379408,0.523698423983776,0.0286462916527276,0.5156988645853969,0.030874130206412026,0.5121728163829989,0.013464003822185103,0.5400748829836715,0.010542685692664987,0.7670725521016327,0.017425685057365612,0.2814000974203567,0.006541820648497954
btts,rolling_plus_table,0.95,72,0.3,balanced,3,0.49969879518072285,0.020044647025805235,0.5026208731028008,0.01986885666578742,0.49446386946386944,0.019556528418573575,0.5109166975323739,0.019038310014269293,0.5377885129527259,0.007634035136755678,0.7817464063442116,0.026811665612149146,0.2865250601847961,0.008712138913578383
btts,rolling_plus_table,0.9,all,0.03,balanced,3,0.4623493975903615,0.040640519040415705,0.46602019073483886,0.03642333587676055,0.45808701443897326,0.06516050296808015,0.47375556904286914,0.045876401464741604,0.5280336159069005,0.02878254006024817,0.8566541505987096,0.04038554814037002,0.3093687175889528,0.015820671745069376
btts,rolling_plus_table,0.95,all,0.03,balanced,3,0.4871987951807229,0.04423525464951224,0.4917920333265926,0.03903743527580369,0.47775964029128587,0.07235827389337707,0.48409025203361716,0.040013477855903735,0.531976441519315,0.0263673850666563,0.8577087704724974,0.04485627776087231,0.3086401885731409,0.01586082112477254
btts,rolling_plus_table,0.9,all,0.1,balanced,3,0.45818273092369477,0.05221863323262068,0.4607291854438335,0.04874874921133012,0.4663090917348991,0.07657992296060576,0.4721839673765322,0.05538531437480232,0.534928849910062,0.04256171090598226,1.0016655440378772,0.06560694442228142,0.3432374467980417,0.02139629882464515
btts,rolling_plus_table,0.95,all,0.1,balanced,3,0.4621987951807229,0.056495110522445546,0.4651629606448884,0.053195513146887675,0.4673907584128578,0.08178582899820744,0.4820115658050466,0.051426390895167616,0.5390361638463713,0.042126357273859646,1.004469521107321,0.07480318501982408,0.34163595173738354,0.01994076961985969
btts,rolling_plus_table,0.9,all,0.3,balanced,3,0.4518574297188755,0.053322091780492145,0.4548007096358397,0.05022876559261986,0.45303030303030295,0.0742578833626839,0.47218920812502496,0.05823817152897374,0.5374801817947028,0.044799381599616224,1.2086526671905664,0.11382578274896442,0.37554964217513714,0.023646244459086967
btts,rolling_plus_table,0.95,all,0.3,balanced,3,0.4538654618473896,0.05583218595199017,0.4563847018666296,0.05372647700733815,0.4564388625748849,0.07247519523998408,0.4851389104646586,0.0534027988240352,0.5445318502243831,0.046198721627540344,1.2186336501467685,0.1328645561535841,0.3741134829921333,0.02151359411420988
