player_id,player,team,partidos,minutes,goals,assists,shots,sot,key_passes,big_chances_created,big_chances_missed,touches,passes,passes_acc,long_balls,long_balls_acc,crosses,crosses_acc,dribbles,dribbles_won,interceptions,clearances,tackles_won,tackles_total,aerial_won,ball_recovery,duel_won,duel_lost,blocked_shots,fouls,was_fouled,offsides,saves,g_per90,a_per90,ga_per90,sh_per90,kp_per90,bcc_per90,crosses_per90,int_per90,clr_per90,rec_per90,saves_per90,fouls_per90,fouled_per90,pass_acc_pct,long_ball_pct,cross_acc_pct,dribble_win_pct,tackle_acc_pct,duel_win_pct,aerial_win_pct,conv_rate,sot_rate
1801194,Vicente Álvarez,Deportes Limache,7,263,2,0,5,4,4,0,0,98,44,37,1,1,7,0,10,2,4,2,2,5,0,11,9,18,0,3,2,3,0,0.68,0.0,0.68,1.71,1.37,0.0,2.4,1.37,0.68,3.76,0.0,1.03,0.68,84.1,100.0,0.0,20.0,40.0,33.3,0.0,40.0,80.0
805095,Jeisson Vargas,Deportes La Serena,11,928,5,2,31,16,17,3,0,583,362,292,27,17,59,14,28,16,1,2,1,5,1,75,35,44,1,1,13,3,0,0.48,0.19,0.68,3.01,1.65,0.29,5.72,0.1,0.19,7.27,0.0,0.1,1.26,80.7,63.0,23.7,57.1,20.0,44.3,2.2,16.1,51.6
852143,Luis Riveros,Coquimbo Unido,10,539,1,3,12,3,6,1,4,267,169,120,12,2,9,1,9,6,3,2,5,7,11,30,28,36,1,6,4,3,0,0.17,0.5,0.67,2.0,1.0,0.17,1.5,0.5,0.33,5.01,0.0,1.0,0.67,71.0,16.7,11.1,66.7,71.4,43.8,23.4,8.3,25.0
1388813,Agustín Arce,Universidad de Chile,6,273,1,1,10,3,9,1,0,202,134,100,25,16,10,3,9,7,3,4,4,5,3,16,16,15,2,5,1,0,0,0.33,0.33,0.66,3.3,2.97,0.33,3.3,0.99,1.32,5.27,0.0,1.65,0.33,74.6,64.0,30.0,77.8,80.0,51.6,16.7,10.0,30.0
2048673,Pablo Rodríguez,Coquimbo Unido,4,136,1,0,1,2,0,0,0,90,46,35,5,4,0,0,5,2,1,1,1,3,4,6,13,15,1,1,4,0,0,0.66,0.0,0.66,0.66,0.0,0.0,0.0,0.66,0.66,3.97,0.0,0.66,2.65,76.1,80.0,,40.0,33.3,46.4,21.1,100.0,200.0
792585,Maximiliano Romero,Colo-Colo,11,854,5,1,19,17,6,1,3,194,106,78,3,3,3,0,8,3,2,3,1,3,12,8,22,33,0,4,4,7,0,0.53,0.11,0.63,2.0,0.63,0.11,0.32,0.21,0.32,0.84,0.0,0.42,0.42,73.6,100.0,0.0,37.5,33.3,40.0,26.7,26.3,89.5
845174,Mario Briceño,Huachipato,8,288,2,0,9,6,2,0,2,162,83,65,5,1,19,2,11,4,2,4,1,2,3,13,14,22,1,4,5,2,0,0.62,0.0,0.62,2.81,0.62,0.0,5.94,0.62,1.25,4.06,0.0,1.25,1.56,78.3,20.0,10.5,36.4,50.0,38.9,12.0,22.2,66.7
790000,Bryan Carvallo,Cobresal,11,878,1,5,13,6,33,2,1,698,490,412,51,36,46,16,23,12,6,4,11,12,8,40,47,46,3,8,15,2,0,0.1,0.51,0.62,1.33,3.38,0.21,4.72,0.62,0.41,4.1,0.0,0.82,1.54,84.1,70.6,34.8,52.2,91.7,50.5,14.8,7.7,46.2
323439,Lionel Altamirano,Huachipato,11,735,4,1,25,17,6,3,6,282,181,133,14,11,3,2,2,0,2,12,4,5,20,11,34,45,1,11,10,7,0,0.49,0.12,0.61,3.06,0.73,0.37,0.37,0.24,1.47,1.35,0.0,1.35,1.22,73.5,78.6,66.7,0.0,80.0,43.0,30.8,16.0,68.0
1138070,Felipe Salomoni,Universidad de Chile,6,149,0,1,2,1,2,1,0,83,38,23,9,1,10,4,3,0,1,2,2,2,0,7,2,8,0,2,0,0,0,0.0,0.6,0.6,1.21,1.21,0.6,6.04,0.6,1.21,4.23,0.0,1.21,0.0,60.5,11.1,40.0,0.0,100.0,20.0,0.0,0.0,50.0
334027,Julián Fernández,Palestino,9,623,1,3,5,4,9,1,0,528,419,359,52,22,7,1,5,1,9,13,13,23,13,29,43,38,5,14,6,2,0,0.14,0.43,0.58,0.72,1.3,0.14,1.01,1.3,1.88,4.19,0.0,2.02,0.87,85.7,42.3,14.3,20.0,56.5,53.1,25.5,20.0,80.0
1485094,Giovani Chiaverano,Audax Italiano,11,618,3,1,12,11,8,1,1,229,113,84,10,6,8,1,9,6,2,1,5,7,6,26,26,53,0,9,7,1,0,0.44,0.15,0.58,1.75,1.17,0.15,1.17,0.29,0.15,3.79,0.0,1.31,1.02,74.3,60.0,12.5,66.7,71.4,32.9,10.2,25.0,91.7
126376,Bryan Rabello,O'Higgins,7,474,1,2,9,3,9,2,0,240,172,145,5,5,15,2,3,1,0,1,2,2,6,25,18,23,0,7,9,0,0,0.19,0.38,0.57,1.71,1.71,0.38,2.85,0.0,0.19,4.75,0.0,1.33,1.71,84.3,100.0,13.3,33.3,100.0,43.9,20.7,11.1,33.3
2456839,Vicente Zenteno,Audax Italiano,2,167,1,0,6,2,0,0,0,98,68,60,7,5,2,0,1,1,3,2,4,5,0,7,8,7,0,3,2,1,0,0.54,0.0,0.54,3.23,0.0,0.0,1.08,1.62,1.08,3.77,0.0,1.62,1.08,88.2,71.4,0.0,100.0,80.0,53.3,0.0,16.7,33.3
129209,Cristian Palacios,Everton de Viña del Mar,8,502,3,0,21,13,2,0,7,146,70,51,1,0,4,0,7,2,1,4,3,6,4,10,15,37,2,5,3,6,0,0.54,0.0,0.54,3.76,0.36,0.0,0.72,0.18,0.72,1.79,0.0,0.9,0.54,72.9,0.0,0.0,28.6,50.0,28.8,9.8,14.3,61.9
1518443,Franco Rami,Ñublense,11,349,2,0,15,7,1,0,4,129,69,37,3,0,1,0,7,6,0,5,3,3,31,4,43,48,0,13,3,2,0,0.52,0.0,0.52,3.87,0.26,0.0,0.26,0.0,1.29,1.03,0.0,3.35,0.77,53.6,0.0,0.0,85.7,100.0,47.3,39.2,13.3,46.7
1096735,Juan Cornejo,Coquimbo Unido,8,688,0,4,4,1,21,4,0,537,301,208,90,38,81,28,3,1,10,22,6,10,13,52,30,16,1,3,6,0,0,0.0,0.52,0.52,0.52,2.75,0.52,10.6,1.31,2.88,6.8,0.0,0.39,0.78,69.1,42.2,34.6,33.3,60.0,65.2,44.8,0.0,25.0
1108027,Alejandro Azócar,Coquimbo Unido,8,345,2,0,8,6,4,1,0,199,99,67,3,2,22,6,9,7,5,6,4,7,6,17,24,20,1,5,4,0,0,0.52,0.0,0.52,2.09,1.04,0.26,5.74,1.3,1.57,4.43,0.0,1.3,1.04,67.7,66.7,27.3,77.8,57.1,54.5,23.1,25.0,75.0
906108,Antonio Díaz,Universidad de Concepción,9,345,1,1,3,2,4,0,0,207,111,84,4,3,17,2,8,1,3,5,4,9,3,16,15,20,1,6,2,2,0,0.26,0.26,0.52,0.78,1.04,0.0,4.43,0.78,1.3,4.17,0.0,1.57,0.52,75.7,75.0,11.8,12.5,44.4,42.9,13.0,33.3,66.7
1117091,Nelson Guillermo Guaiquil,Huachipato,4,352,0,2,0,0,6,2,0,236,140,113,26,10,14,5,2,0,2,12,4,5,2,23,7,19,1,5,0,0,0,0.0,0.51,0.51,0.0,1.53,0.51,3.58,0.51,3.07,5.88,0.0,1.28,0.0,80.7,38.5,35.7,0.0,80.0,26.9,9.5,,
1464930,Martín Araya,Palestino,7,370,1,1,5,2,6,1,0,190,89,64,2,1,15,3,15,5,2,2,6,10,8,16,24,39,0,6,1,0,0,0.24,0.24,0.49,1.22,1.46,0.24,3.65,0.49,0.49,3.89,0.0,1.46,0.24,71.9,50.0,20.0,33.3,60.0,38.1,17.0,20.0,40.0
805150,Ronnie Fernández,Palestino,6,365,1,1,11,6,2,0,1,135,76,34,8,3,2,0,5,2,0,5,2,2,21,8,31,38,0,9,7,2,0,0.25,0.25,0.49,2.71,0.49,0.0,0.49,0.0,1.23,1.97,0.0,2.22,1.73,44.7,37.5,0.0,40.0,100.0,44.9,35.6,9.1,54.5
1396682,Lucas Molina,Ñublense,4,184,1,0,2,3,1,0,0,90,42,31,2,0,12,3,4,1,0,1,0,2,1,2,5,12,0,3,1,0,0,0.49,0.0,0.49,0.98,0.49,0.0,5.87,0.0,0.49,0.98,0.0,1.47,0.49,73.8,0.0,25.0,25.0,0.0,29.4,7.7,50.0,150.0
859990,Franco Troyansky,Audax Italiano,11,564,3,0,24,12,3,0,3,210,126,99,9,7,0,0,13,8,2,2,1,1,11,12,28,44,0,12,8,6,0,0.48,0.0,0.48,3.83,0.48,0.0,0.0,0.32,0.32,1.91,0.0,1.91,1.28,78.6,77.8,,61.5,100.0,38.9,20.0,12.5,50.0
147570,Diego Rubio,Deportes La Serena,10,749,1,3,19,6,11,2,2,414,236,167,8,3,12,2,15,5,6,11,9,17,19,29,58,63,1,19,18,3,0,0.12,0.36,0.48,2.28,1.32,0.24,1.44,0.72,1.32,3.48,0.0,2.28,2.16,70.8,37.5,16.7,33.3,52.9,47.9,23.2,5.3,31.6
937101,Steffan Pino,Cobresal,11,931,5,0,37,17,19,2,2,452,250,187,18,13,1,1,20,8,0,10,5,8,28,9,66,91,4,22,22,6,0,0.48,0.0,0.48,3.58,1.84,0.19,0.1,0.0,0.97,0.87,0.0,2.13,2.13,74.8,72.2,100.0,40.0,62.5,42.0,23.5,13.5,45.9
28242,Joaquín Larrivey,Deportes Concepción,9,784,3,1,18,8,8,1,1,257,170,111,10,4,2,0,4,2,1,10,5,7,27,12,40,59,1,11,4,1,0,0.34,0.11,0.46,2.07,0.92,0.11,0.23,0.11,1.15,1.38,0.0,1.26,0.46,65.3,40.0,0.0,50.0,71.4,40.4,31.4,16.7,44.4
940483,Maximiliano Rodríguez,Huachipato,11,792,1,3,21,7,14,6,1,345,180,118,16,5,10,4,18,5,2,10,7,9,22,27,45,69,1,12,9,0,0,0.11,0.34,0.45,2.39,1.59,0.68,1.14,0.23,1.14,3.07,0.0,1.36,1.02,65.6,31.2,40.0,27.8,77.8,39.5,24.2,4.8,33.3
1473023,Diego Corral,Universidad Católica,4,201,0,1,4,1,2,1,1,78,43,35,1,1,8,1,2,1,0,1,0,2,1,9,7,10,0,3,3,0,0,0.0,0.45,0.45,1.79,0.9,0.45,3.58,0.0,0.45,4.03,0.0,1.34,1.34,81.4,100.0,12.5,50.0,0.0,41.2,9.1,0.0,25.0
906106,Ignacio Mesías,Deportes Concepción,7,404,2,0,9,7,2,0,1,134,57,36,3,1,8,2,10,4,1,2,3,3,6,6,16,32,0,7,3,2,0,0.45,0.0,0.45,2.0,0.45,0.0,1.78,0.22,0.45,1.34,0.0,1.56,0.67,63.2,33.3,25.0,40.0,100.0,33.3,15.8,22.2,77.8
962847,Esteban Valencia,Cobresal,7,206,0,1,1,0,4,1,0,120,84,66,16,10,9,5,1,1,3,7,3,5,2,15,8,9,0,3,0,0,0,0.0,0.44,0.44,0.44,1.75,0.44,3.93,1.31,3.06,6.55,0.0,1.31,0.0,78.6,62.5,55.6,100.0,60.0,47.1,18.2,0.0,0.0
851968,Cris Martínez,Huachipato,9,633,3,0,12,7,3,0,1,251,153,104,5,1,9,1,7,2,1,10,6,9,28,14,46,59,4,4,7,0,0,0.43,0.0,0.43,1.71,0.43,0.0,1.28,0.14,1.42,1.99,0.0,0.57,1.0,68.0,20.0,11.1,28.6,66.7,43.8,32.2,25.0,58.3
324937,Cristián Cuevas,Universidad Católica,10,858,0,4,2,1,10,3,1,619,356,271,34,14,57,14,15,4,9,25,11,21,21,34,61,43,2,13,15,0,0,0.0,0.42,0.42,0.21,1.05,0.31,5.98,0.94,2.62,3.57,0.0,1.36,1.57,76.1,41.2,24.6,26.7,52.4,58.7,32.8,0.0,50.0
849177,Arnaldo Castillo,O'Higgins,11,655,3,0,21,17,4,2,4,256,163,109,2,2,1,1,8,5,3,8,1,2,39,10,50,56,0,12,4,4,0,0.41,0.0,0.41,2.89,0.55,0.27,0.14,0.41,1.1,1.37,0.0,1.65,0.55,66.9,100.0,100.0,62.5,50.0,47.2,41.1,14.3,81.0
1119679,Lucas Soto,Everton de Viña del Mar,8,439,2,0,4,5,3,0,0,307,190,149,28,15,15,3,11,5,2,8,10,12,7,27,32,26,0,7,8,1,0,0.41,0.0,0.41,0.82,0.62,0.0,3.08,0.41,1.64,5.54,0.0,1.44,1.64,78.4,53.6,20.0,45.5,83.3,55.2,21.2,50.0,125.0
37006,Eduardo Vargas,Universidad de Chile,9,663,2,1,14,7,4,1,2,252,145,94,11,4,1,0,15,5,0,4,3,7,18,20,36,58,0,5,6,5,0,0.27,0.14,0.41,1.9,0.54,0.14,0.14,0.0,0.54,2.71,0.0,0.68,0.81,64.8,36.4,0.0,33.3,42.9,38.3,23.7,14.3,50.0
2184978,Lucas Barrera,Universidad de Chile,4,235,0,1,3,0,2,1,0,181,128,99,19,11,3,0,4,3,2,5,2,6,2,19,14,14,0,1,3,0,0,0.0,0.38,0.38,1.15,0.77,0.38,1.15,0.77,1.91,7.28,0.0,0.38,1.15,77.3,57.9,0.0,75.0,33.3,50.0,12.5,0.0,0.0
975053,Alan Medina,Everton de Viña del Mar,11,954,3,1,27,14,20,3,1,579,301,233,37,21,31,7,27,8,10,18,13,17,14,52,65,81,4,18,26,3,0,0.28,0.09,0.38,2.55,1.89,0.28,2.92,0.94,1.7,4.91,0.0,1.7,2.45,77.4,56.8,22.6,29.6,76.5,44.5,14.7,11.1,51.9
1177236,Esteban Matus,Audax Italiano,11,969,1,3,14,4,16,3,0,597,343,270,28,13,36,10,22,8,6,15,14,19,2,43,33,45,1,11,4,3,0,0.09,0.28,0.37,1.3,1.49,0.28,3.34,0.56,1.39,3.99,0.0,1.02,0.37,78.7,46.4,27.8,36.4,73.7,42.3,4.3,7.1,28.6
906105,Maximiliano Guerrero,Universidad de Chile,11,731,2,1,17,8,11,2,0,386,225,166,18,9,37,14,22,13,2,8,3,7,9,23,32,37,0,6,3,0,0,0.25,0.12,0.37,2.09,1.35,0.25,4.56,0.25,0.98,2.83,0.0,0.74,0.37,73.8,50.0,37.8,59.1,42.9,46.4,19.6,11.8,47.1
284729,Fernando Zuqui,Universidad Católica,4,245,0,1,0,0,8,2,0,198,145,125,17,12,18,5,7,4,2,3,2,6,1,16,13,16,0,2,2,0,0,0.0,0.37,0.37,0.0,2.94,0.73,6.61,0.73,1.1,5.88,0.0,0.73,0.73,86.2,70.6,27.8,57.1,33.3,44.8,5.9,,
761426,Ignacio Jeraldino,Ñublense,11,734,3,0,20,13,7,1,3,253,136,74,7,3,6,0,6,2,3,7,3,6,28,15,42,57,0,10,6,6,0,0.37,0.0,0.37,2.45,0.86,0.12,0.74,0.37,0.86,1.84,0.0,1.23,0.74,54.4,42.9,0.0,33.3,50.0,42.4,32.9,15.0,65.0
818865,Guillermo Pacheco,Cobresal,11,737,1,2,7,3,11,3,0,585,341,263,50,26,43,11,8,1,5,24,10,19,7,31,34,30,5,4,7,1,0,0.12,0.24,0.37,0.85,1.34,0.37,5.25,0.61,2.93,3.79,0.0,0.49,0.85,77.1,52.0,25.6,12.5,52.6,53.1,18.9,14.3,42.9
1643443,Nicolás Johansen,Coquimbo Unido,10,487,2,0,14,7,10,1,2,191,116,71,3,3,1,0,4,1,1,4,1,4,20,14,29,43,0,5,4,3,0,0.37,0.0,0.37,2.59,1.85,0.18,0.18,0.18,0.74,2.59,0.0,0.92,0.74,61.2,100.0,0.0,25.0,25.0,40.3,31.7,14.3,50.0
789677,Martín Sarrafiore,O'Higgins,9,504,2,0,21,6,12,3,3,290,167,118,7,1,13,6,18,10,3,2,6,8,6,20,28,41,0,7,4,1,0,0.36,0.0,0.36,3.75,2.14,0.54,2.32,0.54,0.36,3.57,0.0,1.25,0.71,70.7,14.3,46.2,55.6,75.0,40.6,12.8,9.5,28.6
1482420,Francisco Marchant,Colo-Colo,9,247,0,1,4,1,8,1,1,188,110,85,7,3,26,9,12,5,3,5,1,1,0,18,9,14,0,2,3,2,0,0.0,0.36,0.36,1.46,2.91,0.36,9.47,1.09,1.82,6.56,0.0,0.73,1.09,77.3,42.9,34.6,41.7,100.0,39.1,0.0,0.0,25.0
1125880,Benjamín Chandía,Coquimbo Unido,10,536,0,2,15,2,8,5,0,252,151,115,8,3,21,5,11,0,3,2,2,4,0,23,6,31,0,7,2,1,0,0.0,0.34,0.34,2.52,1.34,0.84,3.53,0.5,0.34,3.86,0.0,1.18,0.34,76.2,37.5,23.8,0.0,50.0,16.2,0.0,0.0,13.3
973567,Pablo Parra,Universidad de Concepción,6,265,0,1,7,1,5,1,0,210,149,136,12,7,9,3,8,5,1,3,2,5,1,21,15,12,1,1,4,2,0,0.0,0.34,0.34,2.38,1.7,0.34,3.06,0.34,1.02,7.13,0.0,0.34,1.36,91.3,58.3,33.3,62.5,40.0,55.6,7.7,0.0,14.3
974736,Julián Brea,Cobresal,10,817,2,1,26,10,13,1,0,439,243,189,16,12,36,4,32,12,6,0,3,5,3,35,37,52,0,4,17,5,0,0.22,0.11,0.33,2.86,1.43,0.11,3.97,0.66,0.0,3.86,0.0,0.44,1.87,77.8,75.0,11.1,37.5,60.0,41.6,5.5,7.7,38.5
988084,Gonzalo Sosa,Deportes Limache,11,833,3,0,19,6,8,1,2,259,166,109,5,2,0,0,5,2,2,14,1,1,48,11,58,63,2,10,7,6,0,0.32,0.0,0.32,2.05,0.86,0.11,0.0,0.22,1.51,1.19,0.0,1.08,0.76,65.7,40.0,,40.0,100.0,47.9,43.2,15.8,31.6
