player_id,player,team,partidos,minutes,goals,assists,shots,sot,key_passes,big_chances_created,big_chances_missed,touches,passes,passes_acc,long_balls,long_balls_acc,crosses,crosses_acc,dribbles,dribbles_won,interceptions,clearances,tackles_won,tackles_total,aerial_won,ball_recovery,duel_won,duel_lost,blocked_shots,fouls,was_fouled,offsides,saves,g_per90,a_per90,ga_per90,sh_per90,kp_per90,bcc_per90,crosses_per90,int_per90,clr_per90,rec_per90,saves_per90,fouls_per90,fouled_per90,pass_acc_pct,long_ball_pct,cross_acc_pct,dribble_win_pct,tackle_acc_pct,duel_win_pct,aerial_win_pct,conv_rate,sot_rate
1002941,Joan Cruz,Unión La Calera,4,105,0,1,3,1,4,0,0,93,65,48,8,4,4,1,3,1,1,0,2,4,0,7,6,12,0,4,1,0,0,0.0,0.86,0.86,2.57,3.43,0.0,3.43,0.86,0.0,6.0,0.0,3.43,0.86,73.8,50.0,25.0,33.3,50.0,33.3,0.0,0.0,33.3
787710,Kevin Méndez,Unión La Calera,10,848,3,5,15,8,32,7,1,566,257,178,15,7,110,33,44,21,10,6,16,22,5,51,64,64,0,5,16,1,0,0.32,0.53,0.85,1.59,3.4,0.74,11.67,1.06,0.64,5.41,0.0,0.53,1.7,69.3,46.7,30.0,47.7,72.7,50.0,7.2,20.0,53.3
995388,Clemente Montes,Universidad Católica,7,430,2,2,15,9,3,2,2,209,99,73,7,2,21,3,14,4,4,6,3,4,10,14,23,33,2,13,5,4,0,0.42,0.42,0.84,3.14,0.63,0.42,4.4,0.84,1.26,2.93,0.0,2.72,1.05,73.7,28.6,14.3,28.6,75.0,41.1,23.3,13.3,60.0
1973053,Benjamín Valenzuela,Cobresal,6,222,1,1,2,3,4,0,0,143,72,55,11,6,6,1,6,1,1,9,2,3,1,14,8,26,3,3,3,0,0,0.41,0.41,0.81,0.81,1.62,0.0,2.43,0.41,3.65,5.68,0.0,1.22,1.22,76.4,54.5,16.7,16.7,66.7,23.5,3.7,50.0,150.0
883928,Nelson Da Silva,Palestino,10,673,5,1,31,18,6,1,7,232,136,84,1,0,4,0,5,4,0,10,4,4,33,6,45,43,0,7,4,3,0,0.67,0.13,0.8,4.15,0.8,0.13,0.53,0.0,1.34,0.8,0.0,0.94,0.53,61.8,0.0,0.0,80.0,100.0,51.1,43.4,16.1,58.1
871813,Marcos Arturia,Deportes Limache,11,224,1,1,10,5,3,1,1,119,48,29,5,2,0,0,4,3,0,6,4,5,6,8,24,32,0,4,10,1,0,0.4,0.4,0.8,4.02,1.21,0.4,0.0,0.0,2.41,3.21,0.0,1.61,4.02,60.4,40.0,,75.0,80.0,42.9,15.8,10.0,50.0
983528,Francisco González,O'Higgins,11,793,3,4,20,9,25,4,2,495,273,237,17,11,86,28,28,11,2,5,4,6,9,33,48,42,0,5,22,2,0,0.34,0.45,0.79,2.27,2.84,0.45,9.76,0.23,0.57,3.75,0.0,0.57,2.5,86.8,64.7,32.6,39.3,66.7,53.3,17.6,15.0,45.0
932866,Justo Giani,Universidad Católica,11,957,6,2,41,19,13,3,5,495,286,211,14,8,17,2,19,10,5,4,7,12,19,38,58,59,2,11,17,12,0,0.56,0.19,0.75,3.86,1.22,0.28,1.6,0.47,0.38,3.57,0.0,1.03,1.6,73.8,57.1,11.8,52.6,58.3,49.6,24.4,14.6,46.3
936901,Sebastián Sáez,Unión La Calera,11,962,7,1,30,19,5,1,1,456,289,183,40,25,7,2,19,7,2,11,10,16,26,28,55,62,1,8,7,7,0,0.65,0.09,0.75,2.81,0.47,0.09,0.65,0.19,1.03,2.62,0.0,0.75,0.65,63.3,62.5,28.6,36.8,62.5,47.0,29.5,23.3,63.3
973560,Matías Palavecino,Universidad Católica,11,746,2,4,19,9,19,8,0,558,389,317,41,17,42,15,20,13,3,2,8,8,8,53,39,31,0,10,10,0,0,0.24,0.48,0.72,2.29,2.29,0.97,5.07,0.36,0.24,6.39,0.0,1.21,1.21,81.5,41.5,35.7,65.0,100.0,55.7,20.5,10.5,47.4
247073,César Fuentes,Deportes Limache,5,129,1,0,4,2,1,0,0,98,68,58,5,4,2,0,1,0,2,3,2,3,1,6,4,7,1,2,0,0,0,0.7,0.0,0.7,2.79,0.7,0.0,1.4,1.4,2.09,4.19,0.0,1.4,0.0,85.3,80.0,0.0,0.0,66.7,36.4,12.5,25.0,50.0
