player_id,player,team,partidos,minutos,gf_on,ga_on,pm,pm_per90
1197454,Yonathan Rodríguez,Deportes Concepción,5,220.0,1,7,-6,-2.45
22973,Cristián Suárez,Deportes Concepción,7,530.0,3,10,-7,-1.19
906108,Antonio Díaz,Universidad de Concepción,9,340.0,2,9,-7,-1.85
939938,Ariel Cáceres,Deportes Concepción,7,531.0,2,9,-7,-1.19
986529,Ethan Espinoza,Deportes Concepción,9,356.0,1,8,-7,-1.77
973523,Diego Carrasco,Deportes Concepción,7,616.0,4,11,-7,-1.02
1106828,Jeison Fuentealba,Universidad de Concepción,11,868.0,8,15,-7,-0.73
986609,Jorge Espejo,Universidad de Concepción,9,661.0,5,12,-7,-0.95
1002740,Santiago Silva Azambuja,Universidad de Concepción,8,720.0,6,13,-7,-0.88
906102,Yerco Oyanedel,Universidad de Concepción,11,821.0,7,14,-7,-0.77
589548,Nelson Sepúlveda,Deportes Concepción,9,588.0,2,9,-7,-1.07
790000,Bryan Carvallo,Cobresal,11,878.0,13,21,-8,-0.82
790010,Leonardo Valencia,Deportes Concepción,11,757.0,3,11,-8,-0.95
986422,Aldrix Jara,Deportes Concepción,11,668.0,5,13,-8,-1.08
986622,José Tiznado,Cobresal,8,674.0,11,19,-8,-1.07
974736,Julián Brea,Cobresal,10,818.0,11,20,-9,-0.99
47037,Osvaldo González,Universidad de Concepción,11,969.0,8,17,-9,-0.84
818865,Guillermo Pacheco,Cobresal,11,739.0,10,19,-9,-1.1
553508,Fausto Grillo,Deportes Concepción,7,561.0,2,11,-9,-1.44
159931,Cecilio Waterman,Universidad de Concepción,9,810.0,7,16,-9,-1.0
896753,Facundo Mater,Universidad de Concepción,11,990.0,8,17,-9,-0.82
937101,Steffan Pino,Cobresal,11,930.0,14,24,-10,-0.97
158269,César Dutra,Deportes Concepción,7,630.0,2,12,-10,-1.43
925598,Jorge Pinos,Cobresal,6,540.0,8,19,-11,-1.83
28242,Joaquín Larrivey,Deportes Concepción,9,784.0,5,16,-11,-1.26
