target,feature_set,corr_threshold,k,C,class_weight,folds,accuracy,accuracy_std,balanced_accuracy,balanced_accuracy_std,f1,f1_std,roc_auc,roc_auc_std,average_precision,average_precision_std,log_loss,log_loss_std,brier,brier_std
over_15,rolling_only,0.9,36,0.03,balanced,3,0.585446184439473,0.050692450468104985,0.5420810010685122,0.057967225116874535,0.6969513335577749,0.0474687259127302,0.5444415988907515,0.05726306162618324,0.8008293858655543,0.06341735580340296,0.6827756920216327,0.057386896632228145,0.24351820956305972,0.024747718786971944
over_15,rolling_only,0.95,36,0.03,balanced,3,0.585446184439473,0.06105024112866943,0.5232769559709791,0.06359797557691685,0.7011570273064526,0.056278290075053375,0.5383214664213772,0.07617843518611439,0.7923525888420135,0.07886348440251278,0.6852593558931307,0.06361924007945642,0.24453887060632315,0.027780219118623384
over_15,rolling_only,0.9,36,0.1,balanced,3,0.5830536912751678,0.049196224777663035,0.5341182976999213,0.051777027838801164,0.696834505981159,0.04615498567426568,0.5447691643275943,0.04967268226263965,0.8036235418241803,0.057852842897164816,0.6944587272690336,0.053869808080064925,0.2473551757479985,0.0222759902377973
over_15,rolling_only,0.9,72,0.03,balanced,3,0.589765100671141,0.07332766412708262,0.5292196974400365,0.078006653342325,0.7037496632276264,0.06631800862591898,0.544740300337981,0.08533931677222714,0.7964432193889847,0.07546719561091916,0.6951681100566166,0.07092904465167607,0.24736616844301698,0.030157406286695245
over_15,rolling_only,0.95,36,0.1,balanced,3,0.5945500869997514,0.04727598032773641,0.5316146189027545,0.047928597365220156,0.7092654672144717,0.04518389138489441,0.5433057872843778,0.0638315200571617,0.7962477879918447,0.0750947436111361,0.6956410688692447,0.062220723150715085,0.2475881577031623,0.025898761536179787
over_15,rolling_only,0.95,72,0.03,balanced,3,0.5991797166293811,0.0716368994077783,0.5318506500932906,0.06839944236081134,0.7128418329637842,0.0653957970372267,0.5396040078466483,0.08276699477266633,0.7940355983816056,0.07713818942451828,0.6990890985240791,0.06888088085469521,0.2486372811621869,0.02901050029148998
over_15,rolling_only,0.9,36,0.3,balanced,3,0.5899204573701218,0.05381586549884052,0.5218096577820038,0.04428084994252267,0.7061929972204285,0.052869507925011425,0.5439456420277117,0.04595811528388532,0.8058063476738377,0.053866867773421936,0.7066716410034326,0.04715017662109635,0.25122489280384735,0.0192904146411718
over_15,rolling_only,0.95,36,0.3,balanced,3,0.6129132488192891,0.03173042583264191,0.559277839317982,0.033481915845397954,0.723226999081584,0.03030926820440306,0.5497963591072422,0.055848962351297146,0.7977407789736007,0.07197313558903588,0.7069493877162722,0.0580682748728884,0.25076688004828435,0.023443681307874262
over_15,rolling_only,0.9,72,0.1,balanced,3,0.5875279642058165,0.062104465630435424,0.5248380621261977,0.06804498892769424,0.7035092096905906,0.055658359216663504,0.5326839888726597,0.07553539616776844,0.7945585133006244,0.06749343215922438,0.7259671952830886,0.062321947597988835,0.25583078516094626,0.025496837422544345
over_15,rolling_only,0.95,72,0.1,balanced,3,0.5991797166293811,0.050594751663139904,0.5393069265950622,0.05832712127067259,0.7140259075100279,0.04390700508386041,0.5325941156672647,0.06834705187563986,0.7954185767805919,0.06859474075098257,0.7288821100924024,0.06376064862965868,0.2569626920938153,0.025628835436685964
over_15,rolling_only,0.9,72,0.3,balanced,3,0.5851354710415113,0.06170539659573423,0.5234751916732291,0.0696839610956161,0.7016034697535928,0.05426798332062236,0.5318733736775664,0.06903771576213244,0.7949525262948498,0.06291087385197833,0.7634195732528827,0.047276069583038156,0.264624444187365,0.020188505705703425
over_15,rolling_only,0.95,72,0.3,balanced,3,0.5830536912751678,0.049196224777663035,0.5256901761139049,0.05570520494244607,0.7002379064234733,0.043177812966981886,0.5271910491134398,0.06491103115949647,0.7936725652882313,0.06631684417513391,0.7646841120575144,0.051562043319140695,0.2660315270939511,0.021225612654844756
over_15,rolling_only,0.9,all,0.03,balanced,3,0.595016157096694,0.03416344324103689,0.505582567893005,0.009596123818360525,0.7160020751083717,0.03698685023809094,0.49612995167187846,0.02081456880605141,0.7915497769049361,0.052097729042866345,0.7756643792255268,0.05466665220723732,0.271167323225145,0.017271720881071616
over_15,rolling_only,0.95,all,0.03,balanced,3,0.5809719115088243,0.03772495727297953,0.4813227113851557,0.029851015045768176,0.7071734882600073,0.03934549331206852,0.4940919225486577,0.02690308089133926,0.7882465910263831,0.051243036223037206,0.7810709729926009,0.05408776344359307,0.2719330053517704,0.01709800034627663
over_15,rolling_only,0.9,all,0.1,balanced,3,0.5903865274670644,0.005672200521063806,0.5001224268842467,0.03367972719964156,0.7130863212634253,0.014907975458785696,0.49322976062494356,0.029869074663828973,0.7895427358622511,0.04197505376913127,0.9370364492852481,0.06078913702704681,0.3038744502969198,0.012035426441395833
over_15,rolling_only,0.95,all,0.1,balanced,3,0.5883047477007208,0.016960056802042874,0.4970896929416109,0.02634642698102049,0.7105465962608819,0.024691966328815217,0.4905233939912798,0.03394596857243642,0.7878407753750407,0.040522579744912864,0.94542579016725,0.05410516105268077,0.30479216782675894,0.009626866121006165
over_15,rolling_only,0.9,all,0.3,balanced,3,0.56323017648521,0.019453884702207432,0.48130517514995663,0.03656058537701544,0.6880854823398904,0.020892033630294373,0.4929854378449383,0.03878107486358752,0.7885699693236369,0.03728500922712803,1.219884087680622,0.11826517094722323,0.33777643206171476,0.017131639592564696
over_15,rolling_only,0.95,all,0.3,balanced,3,0.5654673129505344,0.016453323303083897,0.4790869775481729,0.02937076892254973,0.6908458353258674,0.0225974986898941,0.4859839325606497,0.03483787567170896,0.7857747924399634,0.040081975792948143,1.2340056257017478,0.10163715176569174,0.33989423858189977,0.012635455872806872
over_25,rolling_only,0.9,36,0.03,balanced,3,0.5217188665175242,0.005806767069714762,0.5165152846639046,0.0095278946209515,0.5388736191191295,0.03952609549752029,0.5216266602383394,0.02487424997014448,0.5378640636398285,0.031414587816944776,0.7336095969796906,0.020918273889320792,0.26658713856599486,0.008623693611514473
over_25,rolling_only,0.95,36,0.03,balanced,3,0.49872607506835703,0.009821394445364666,0.4972485683542854,0.007982346499300049,0.5201173222912353,0.039869305743920606,0.511211968625243,0.01441433605655437,0.5369363798631618,0.04887652028873429,0.7397081675915026,0.01734098133508348,0.26980712101927945,0.006817417206127087
over_25,rolling_only,0.9,36,0.1,balanced,3,0.5287409893114591,0.010183344245723397,0.5251331163448092,0.008829989379770087,0.5346631118133044,0.038446618327069894,0.5251042499738975,0.027685068649588005,0.5276703484128668,0.038194537733870805,0.7566925654152228,0.03175008788949091,0.27441816706747596,0.012212940335492114
over_25,rolling_only,0.9,72,0.03,balanced,3,0.5306674123788218,0.021972029337266077,0.5361264004678136,0.023387228391745545,0.5359352629940866,0.03552185726829506,0.5305595647003079,0.014694314136123906,0.5479474702570105,0.07021774542945529,0.756827390347479,0.011951624979606295,0.27544259382290054,0.004704148570017642
