player_id,player,team,match_id,minutes,goals,assists,shots,sot,key_passes,big_chances_created,big_chances_missed,touches,passes,passes_acc,long_balls,long_balls_acc,crosses,crosses_acc,dribbles,dribbles_won,interceptions,clearances,tackles_won,tackles_total,aerial_won,ball_recovery,duel_won,duel_lost,blocked_shots,fouls,was_fouled,offsides,saves
1083863,Nicolás Aedo,Audax Italiano,15352963,90,0,0,1,1,4,0,0,67,48,40,6,4,6,2,1,1,1,0,1,1,0,8,2,3,1,0,0,0,0
981010,Enzo Ferrario,Audax Italiano,15352963,90,0,0,1,0,0,0,0,88,64,59,4,2,0,0,2,1,0,2,2,3,5,2,11,2,0,0,2,0,0
895340,Marcelo Ortíz,Audax Italiano,15352963,78,0,0,0,0,0,0,0,80,66,57,10,3,0,0,1,0,0,8,0,0,0,6,0,4,0,1,0,0,0
1177235,Daniel Piña,Audax Italiano,15352963,90,0,0,0,0,0,0,0,79,58,51,9,7,1,0,0,0,3,3,1,1,1,7,5,2,1,1,4,0,0
1177236,Esteban Matus,Audax Italiano,15352963,90,0,0,1,0,1,0,0,50,31,23,1,0,2,1,4,1,0,0,1,1,0,3,3,4,0,0,1,0,0
997539,Rodrigo Cabral,Audax Italiano,15352963,45,0,0,0,0,1,0,0,26,16,13,0,0,2,1,1,1,0,1,0,0,0,2,5,0,0,0,4,0,0
942156,Marco Collao,Audax Italiano,15352963,67,0,0,0,0,0,0,0,58,44,37,4,2,2,1,1,1,1,1,1,2,0,6,5,4,0,2,2,0,0
986532,Federico Mateos,Audax Italiano,15352963,78,0,0,0,0,0,0,0,47,35,26,6,2,0,0,3,3,1,1,0,0,0,2,4,3,0,2,1,0,0
912067,Michael Vadulli,Audax Italiano,15352963,43,0,0,0,0,0,0,0,25,18,15,0,0,0,0,1,0,1,0,1,1,2,3,5,4,0,1,2,0,0
875274,Diego Coelho,Audax Italiano,15352963,45,0,0,1,1,0,0,0,17,12,8,0,0,0,0,0,0,1,1,0,1,2,0,3,3,0,0,0,1,0
1114520,Paolo Guajardo,Audax Italiano,15352963,47,0,0,0,0,0,0,0,26,17,14,2,1,0,0,0,0,0,0,0,0,0,1,1,4,0,1,1,0,0
859990,Franco Troyansky,Audax Italiano,15352963,45,0,0,2,1,0,0,0,13,7,3,0,0,0,0,1,0,0,0,0,0,2,0,5,6,0,3,3,0,0
1485094,Giovani Chiaverano,Audax Italiano,15352963,45,0,0,3,2,1,0,0,19,11,8,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1997135,Martín Jiménez,Audax Italiano,15352963,12,0,0,1,1,0,0,0,11,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1440662,Favian Loyola,Audax Italiano,15352963,12,0,0,1,0,0,0,0,17,10,6,1,0,1,0,1,1,1,0,0,0,0,0,2,1,0,0,1,0,0
333465,Nicolás Avellaneda,Unión La Calera,15352964,90,0,0,0,0,0,0,0,36,33,22,19,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1
889511,Christopher Díaz,Unión La Calera,15352964,90,0,0,1,0,1,0,0,65,40,30,11,4,4,2,0,0,1,5,1,1,0,2,1,3,1,2,0,0,0
1108449,Rodrigo Caseres,Unión La Calera,15352964,90,0,0,0,0,0,0,0,41,31,25,8,4,0,0,0,0,0,2,2,2,0,4,2,5,1,3,0,0,0
1125257,Nicolás Palma,Unión La Calera,15352964,90,0,0,0,0,0,0,0,49,43,39,3,1,0,0,0,0,0,3,1,2,1,2,3,4,0,0,0,0,0
1111544,Daniel Gutiérrez,Unión La Calera,15352964,90,0,1,0,0,1,1,0,61,36,33,3,0,1,1,1,0,1,5,0,1,2,5,5,5,0,1,2,0,0
965967,Juan Manuel Requena,Unión La Calera,15352964,80,0,0,1,0,0,0,0,68,51,47,9,7,0,0,0,0,2,0,2,2,2,8,7,3,0,1,3,0,0
1190022,Joaquín Soto,Unión La Calera,15352964,62,0,0,1,1,0,0,0,37,30,26,2,1,0,0,1,1,1,1,1,1,0,4,2,2,0,2,0,0,0
787710,Kevin Méndez,Unión La Calera,15352964,90,1,2,2,2,6,3,0,60,33,24,6,2,6,3,0,0,0,0,3,4,0,5,8,4,0,0,4,0,0
936901,Sebastián Sáez,Unión La Calera,15352964,69,1,0,4,3,1,0,0,38,30,21,5,3,0,0,0,0,2,0,0,0,1,2,1,2,0,0,0,0,0
951277,Bayron Oyarzo,Unión La Calera,15352964,69,0,0,1,0,0,0,0,18,7,5,0,0,2,0,1,1,0,0,1,1,0,2,3,7,0,4,1,0,0
1523685,Francisco Jose Pozzo,Unión La Calera,15352964,80,1,0,2,2,0,0,0,29,19,7,2,1,0,0,1,1,1,0,0,0,3,0,4,5,0,1,0,0,0
822444,Yerko Leiva,Unión La Calera,15352964,28,0,0,1,0,1,0,1,24,15,11,0,0,0,0,0,0,1,0,0,1,0,5,1,4,0,2,0,0,0
1403421,Axel Encinas,Unión La Calera,15352964,21,0,0,1,0,0,0,0,11,6,6,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
822449,Camilo Moya,Unión La Calera,15352964,21,0,0,0,0,0,0,0,18,14,12,2,1,0,0,1,0,1,0,1,1,0,1,1,2,1,1,0,0,0
819005,Cristián Gutiérrez,Unión La Calera,15352964,10,0,0,0,0,0,0,0,10,4,3,0,0,0,0,0,0,0,4,0,0,0,0,1,2,0,0,1,0,0
924528,Matías Campos López,Unión La Calera,15352964,10,0,0,0,0,0,0,0,10,3,3,0,0,0,0,2,1,0,1,0,1,0,0,2,4,0,0,0,0,0
995285,Alejandro Santander,Cobresal,15352964,90,0,0,0,0,0,0,0,33,21,16,6,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2
818865,Guillermo Pacheco,Cobresal,15352964,90,0,0,1,0,0,0,0,72,38,29,5,3,6,0,0,0,2,1,1,2,0,2,4,3,0,1,2,0,0
889519,Franco Bechtholdt,Cobresal,15352964,90,0,0,0,0,0,0,0,68,54,48,9,6,0,0,0,0,1,6,2,2,4,4,6,2,0,2,0,0,0
385990,Juan Fuentes,Cobresal,15352964,44,0,0,0,0,0,0,0,22,16,10,3,0,0,0,0,0,0,5,0,0,1,1,1,3,0,0,0,0,0
986622,José Tiznado,Cobresal,15352964,90,0,0,0,0,0,0,0,61,48,40,10,3,0,0,0,0,3,5,0,0,2,5,3,1,0,0,1,0,0
1014802,Rodrigo Sandoval,Cobresal,15352964,90,0,0,0,0,0,0,0,54,26,18,3,2,1,0,6,3,1,2,2,3,0,4,6,7,0,2,0,0,0
1021117,César Yanis,Cobresal,15352964,90,0,0,0,0,0,0,0,56,45,33,5,3,2,0,2,2,1,0,0,0,0,8,4,1,0,1,2,0,0
873620,Agustin Nadruz,Cobresal,15352964,90,1,0,1,2,0,0,0,46,33,23,5,3,0,0,0,0,2,2,1,2,0,2,3,4,0,1,1,0,0
790000,Bryan Carvallo,Cobresal,15352964,90,0,1,0,0,7,0,0,79,53,45,2,2,8,5,4,2,2,1,1,1,3,8,8,4,2,0,2,0,0
974736,Julián Brea,Cobresal,15352964,90,0,0,3,0,0,0,0,47,21,18,1,1,1,0,4,2,1,0,0,0,0,3,7,6,0,2,5,1,0
937101,Steffan Pino,Cobresal,15352964,90,0,0,3,0,1,0,0,33,19,13,1,1,0,0,0,0,0,0,0,0,4,1,6,5,1,3,2,2,0
1411683,Renato Huerta,Cobresal,15352964,46,0,0,1,0,0,0,0,27,19,15,0,0,0,0,2,0,0,0,1,1,2,2,5,5,0,0,2,1,0
874123,Matías Bórquez,Deportes Limache,15352965,90,0,0,0,0,0,0,0,45,35,15,34,14,0,0,0,0,0,1,0,0,1,16,1,0,0,0,0,0,6
875564,Augusto Aguirre,Deportes Limache,15352965,90,0,0,0,0,0,0,0,18,10,7,2,0,0,0,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0
33829,Alfonso Parot,Deportes Limache,15352965,90,0,0,0,0,0,0,0,32,15,11,3,2,0,0,0,0,1,9,1,3,0,7,4,1,0,0,1,0,0
980882,Yerko González,Deportes Limache,15352965,90,0,1,0,0,1,1,0,49,23,19,3,2,1,0,4,4,1,6,0,1,1,2,7,4,2,0,1,0,0
986599,Joaquín Montecinos,Deportes Limache,15352965,72,0,0,0,0,1,1,0,34,9,6,1,0,3,1,1,0,1,2,0,0,0,0,0,7,1,0,0,0,0
818974,César Pinares,Deportes Limache,15352965,85,0,0,0,0,1,0,0,38,26,24,1,0,2,0,3,2,1,1,0,0,1,3,3,4,0,0,0,0,0
874853,Ramón Martínez,Deportes Limache,15352965,90,0,0,0,0,1,0,0,44,26,22,5,4,0,0,2,0,6,1,1,1,2,3,3,6,0,0,0,0,0
1197239,Marcelo Flores,Deportes Limache,15352965,81,0,0,0,0,0,0,0,43,17,12,4,0,3,0,2,1,3,3,0,0,0,7,1,5,0,2,0,0,0
818816,Jean Meneses,Deportes Limache,15352965,85,2,1,3,4,2,1,0,55,31,21,2,1,2,1,4,1,3,1,2,2,1,11,6,5,0,0,2,2,0
988084,Gonzalo Sosa,Deportes Limache,15352965,85,0,0,1,0,0,0,0,24,16,9,1,0,0,0,0,0,1,1,0,0,8,0,8,4,0,0,0,1,0
925992,Daniel Castro,Deportes Limache,15352965,90,1,1,4,3,2,1,1,49,31,23,3,2,0,0,5,2,1,0,1,1,0,4,4,6,0,0,1,2,0
1199394,Axel Alfonzo,Deportes Limache,15352965,18,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
877098,Danilo Catalán,Deportes Limache,15352965,9,0,0,1,0,0,0,0,5,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1644853,Flavio Moya,Deportes Limache,15352965,12,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
863124,Misael Llantén,Deportes Limache,15352965,13,0,0,0,0,0,0,0,4,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
871813,Marcos Arturia,Deportes Limache,15352965,13,0,0,0,0,0,0,0,9,5,3,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0
818874,Fernando de Paul,Colo-Colo,15352965,90,0,0,0,0,0,0,0,29,19,15,5,1,0,0,0,0,0,1,0,0,0,8,0,1,0,0,0,0,1
805170,Matías Fernández,Colo-Colo,15352965,66,0,0,0,0,3,0,0,56,38,32,2,1,2,0,0,0,0,1,1,2,0,4,3,1,0,0,1,0,0
1014795,Jonathan Villagra,Colo-Colo,15352965,90,0,0,0,0,0,0,0,66,60,56,4,3,1,0,1,1,0,3,1,1,1,3,3,3,0,0,0,0,0
1015274,Joaquín Sosa,Colo-Colo,15352965,90,0,0,1,0,0,0,0,85,67,61,5,3,0,0,0,0,1,2,1,3,1,3,4,5,0,0,0,0,0
973993,Erick Wiemberg,Colo-Colo,15352965,75,0,0,2,1,2,0,0,76,47,38,2,2,1,0,2,2,1,3,1,2,3,5,7,2,0,0,0,0,0
18342,Arturo Vidal,Colo-Colo,15352965,90,0,0,2,0,0,0,0,120,103,90,14,10,0,0,0,0,5,0,3,3,3,7,6,4,0,2,0,0,0
1601711,Leandro Hernández,Colo-Colo,15352965,45,0,0,0,0,1,0,0,37,26,24,1,1,1,0,3,2,0,0,1,1,0,2,3,3,0,0,0,0,0
844224,Tomás Alarcón,Colo-Colo,15352965,90,0,0,1,1,1,0,0,94,75,62,8,2,4,1,0,0,4,1,0,1,1,3,3,9,1,1,1,0,0
870020,Víctor Felipe Méndez,Colo-Colo,15352965,90,0,0,3,1,3,0,0,109,93,86,4,3,1,0,5,4,0,0,2,3,0,11,7,2,0,0,0,0,0
1482420,Francisco Marchant,Colo-Colo,15352965,45,0,0,1,0,0,0,0,29,22,18,0,0,4,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
792585,Maximiliano Romero,Colo-Colo,15352965,90,1,0,5,4,0,0,1,26,17,12,0,0,1,0,1,0,0,0,0,0,1,0,1,2,0,1,0,0,0
340455,Claudio Aquino,Colo-Colo,15352965,45,0,1,0,0,3,3,0,56,49,39,4,3,3,1,3,3,0,0,0,0,0,2,3,0,0,0,0,0,0
1997136,Yastin Cuevas,Colo-Colo,15352965,45,0,0,3,1,0,0,2,19,11,9,0,0,0,0,1,0,0,0,1,1,0,1,1,2,0,1,0,0,0
1022259,Jeyson Rojas,Colo-Colo,15352965,24,0,0,0,0,3,1,0,31,19,17,1,0,7,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1002936,Cristian Riquelme,Colo-Colo,15352965,15,0,0,0,0,0,0,0,21,9,8,1,1,4,0,1,0,1,0,1,2,1,3,3,6,0,2,0,0,0
805183,Gabriel Castellón,Universidad de Chile,15352966,90,0,0,0,0,0,0,0,31,23,13,20,10,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,2
818897,Fabián Hormazábal,Universidad de Chile,15352966,90,0,0,0,0,0,0,0,70,36,25,9,1,2,1,3,2,1,4,0,1,0,4,4,2,0,1,1,0,0
981341,Franco Calderón,Universidad de Chile,15352966,90,0,0,0,0,0,0,0,51,32,25,5,0,0,0,0,0,1,11,2,2,2,0,6,1,1,0,2,0,0
789979,Matías Zaldivia,Universidad de Chile,15352966,90,0,0,0,0,0,0,0,55,35,27,11,6,0,0,1,1,2,8,0,2,1,3,5,2,0,2,1,0,0
1138070,Felipe Salomoni,Universidad de Chile,15352966,20,0,0,0,0,0,0,0,12,6,3,1,0,1,0,0,0,0,0,2,2,0,2,2,1,0,1,0,0,0
906105,Maximiliano Guerrero,Universidad de Chile,15352966,89,0,0,0,0,0,0,0,28,20,13,3,1,1,0,0,0,0,3,0,0,2,3,2,1,0,0,0,0,0
1201172,Lucas Romero,Universidad de Chile,15352966,45,0,0,0,0,0,0,0,42,34,26,5,2,0,0,1,0,0,1,1,1,0,1,1,3,0,0,0,0,0
925337,Javier Altamirano,Universidad de Chile,15352966,89,0,0,1,0,1,0,0,42,28,17,5,2,1,0,2,1,0,2,1,1,0,3,2,10,0,1,0,0,0
18304,Charles Aránguiz,Universidad de Chile,15352966,90,0,0,0,0,2,0,0,59,45,35,6,4,0,0,0,0,1,0,2,2,1,4,5,3,0,1,2,0,0
1002939,Lucas Assadi,Universidad de Chile,15352966,89,0,0,3,1,1,0,0,32,16,13,1,1,2,0,1,0,1,0,1,2,1,5,3,4,0,0,0,0,0
790149,Octavio Rivero,Universidad de Chile,15352966,72,0,0,1,0,1,0,0,19,12,7,0,0,1,0,2,2,0,0,0,0,2,1,4,5,0,1,0,0,0
1482412,Ignacio Vásquez,Universidad de Chile,15352966,45,0,0,0,0,0,0,0,18,10,7,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
359024,Juan Martín Lucero,Universidad de Chile,15352966,20,0,0,0,0,0,0,0,6,3,2,0,0,0,0,0,0,0,1,0,0,2,0,2,2,0,1,0,0,0
831012,Nicolás Ramírez,Universidad de Chile,15352966,16,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
589542,Israel Poblete,Universidad de Chile,15352966,16,0,0,0,0,0,0,0,8,5,2,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
37006,Eduardo Vargas,Universidad de Chile,15352966,9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
975882,Tomás Ahumada,Audax Italiano,15352966,90,0,0,0,0,0,0,0,26,19,17,3,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1
1997135,Martín Jiménez,Audax Italiano,15352966,45,0,0,0,0,0,0,0,13,5,4,0,0,1,0,2,1,0,4,0,0,0,1,1,1,0,0,0,0,0
981010,Enzo Ferrario,Audax Italiano,15352966,90,0,0,0,0,0,0,0,78,55,45,5,2,0,0,1,1,0,1,1,2,1,4,6,2,1,0,2,0,0
895340,Marcelo Ortíz,Audax Italiano,15352966,90,0,0,0,0,0,0,0,65,60,50,8,5,0,0,0,0,0,3,0,1,1,2,2,0,0,0,0,0,0
1177235,Daniel Piña,Audax Italiano,15352966,90,0,0,0,0,0,0,0,82,68,63,11,8,2,1,0,0,1,2,1,1,1,3,2,3,1,1,0,0,0
1177236,Esteban Matus,Audax Italiano,15352966,90,0,0,2,0,0,0,0,86,50,37,3,1,4,0,1,1,2,1,1,1,0,1,2,1,0,0,0,0,0
997539,Rodrigo Cabral,Audax Italiano,15352966,80,0,0,0,0,0,0,0,37,19,16,1,1,1,0,2,0,1,0,0,1,0,5,3,3,0,0,2,0,0
942156,Marco Collao,Audax Italiano,15352966,90,0,0,0,0,0,0,0,66,53,45,5,4,2,1,3,2,1,1,0,0,2,0,6,5,0,1,2,0,0
1083863,Nicolás Aedo,Audax Italiano,15352966,90,0,0,0,0,1,0,0,57,40,34,4,4,7,1,3,0,1,0,1,1,0,4,1,3,0,0,0,0,0
912067,Michael Vadulli,Audax Italiano,15352966,89,0,0,0,0,1,0,0,61,38,31,3,1,4,1,2,0,1,1,1,1,1,2,4,6,0,1,2,0,0
875274,Diego Coelho,Audax Italiano,15352966,89,0,0,0,0,0,0,0,26,15,8,1,0,0,0,1,1,0,0,0,0,2,0,3,7,0,3,0,1,0
986532,Federico Mateos,Audax Italiano,15352966,45,0,0,2,1,1,0,0,49,38,33,7,5,0,0,1,1,0,0,2,2,1,4,4,3,0,1,0,0,0
1485094,Giovani Chiaverano,Audax Italiano,15352966,10,0,0,0,0,0,0,0,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1440662,Favian Loyola,Audax Italiano,15352966,16,0,0,0,0,1,0,0,12,10,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859990,Franco Troyansky,Audax Italiano,15352966,16,0,0,1,1,0,0,0,7,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0
1016653,Vicente Bernedo,Universidad Católica,15352967,90,0,0,0,0,0,0,0,42,34,26,8,3,0,0,0,0,0,0,0,0,0,7,1,0,0,0,1,0,4
386220,Tomás Asta-Buruaga,Universidad Católica,15352967,90,0,0,0,0,1,0,0,57,40,32,6,3,4,3,0,0,1,2,0,0,1,4,1,2,0,0,1,0,0
819088,Branco Ampuero,Universidad Católica,15352967,90,0,0,0,0,0,0,0,71,56,47,6,1,0,0,0,0,3,3,1,1,2,1,3,3,1,0,0,0,0
896624,Juan Ignacio Díaz,Universidad Católica,15352967,90,0,0,1,1,0,0,0,79,64,54,10,4,0,0,0,0,1,7,2,3,0,6,4,1,0,1,1,0,0
324937,Cristián Cuevas,Universidad Católica,15352967,89,0,1,0,0,1,1,0,55,23,19,2,0,6,2,2,2,2,5,0,2,5,2,12,2,0,0,3,0,0
22975,Gary Medel,Universidad Católica,15352967,90,0,0,0,0,0,0,0,68,62,57,5,4,0,0,0,0,0,2,2,3,0,1,3,1,0,0,0,0,0
1473023,Diego Corral,Universidad Católica,15352967,77,0,1,2,1,1,1,1,21,12,8,1,1,2,1,1,1,0,0,0,0,0,3,2,3,0,2,1,0,0
973560,Matías Palavecino,Universidad Católica,15352967,77,0,0,1,0,0,0,0,55,38,34,2,0,1,0,3,2,0,2,2,2,0,8,6,4,0,1,2,0,0
588796,Jimmy Martínez,Universidad Católica,15352967,87,0,0,1,1,0,0,0,60,44,34,5,1,4,1,1,1,1,0,0,1,1,7,5,3,0,0,2,0,0
932866,Justo Giani,Universidad Católica,15352967,90,1,0,3,2,2,0,0,51,30,23,4,3,2,0,2,2,0,1,2,2,1,5,8,4,0,3,3,1,0
828952,Fernando Zampedri,Universidad Católica,15352967,90,2,0,4,5,2,0,0,40,16,10,0,0,1,1,2,2,1,2,1,1,2,0,6,2,0,2,1,0,0
1982597,Vicente Cárcamo,Universidad Católica,15352967,13,0,0,1,0,0,0,0,10,2,2,0,0,2,1,2,1,0,0,0,0,0,0,1,2,0,0,0,0,0
819115,Jhojan Valencia,Universidad Católica,15352967,13,0,0,1,0,0,0,0,21,14,13,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0
906110,Diego Valencia,Universidad Católica,15352967,3,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,1,0,0
117430,Eugenio Mena,Universidad Católica,15352967,1,0,0,0,0,0,0,0,8,7,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386218,Diego Sánchez,Coquimbo Unido,15352967,90,0,0,0,0,0,0,0,41,32,21,23,12,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,4
986548,Francisco Salinas,Coquimbo Unido,15352967,90,0,0,0,0,1,0,0,57,40,26,5,0,2,0,2,1,0,2,1,1,2,7,4,11,0,4,0,0,0
986451,Benjamín Gazzolo,Coquimbo Unido,15352967,90,0,0,0,0,0,0,0,41,29,24,4,2,0,0,0,0,1,6,0,2,0,3,2,5,0,1,0,0,0
889498,Manuel Fernández,Coquimbo Unido,15352967,90,0,0,1,1,0,0,1,55,36,31,3,1,0,0,2,1,2,7,1,2,2,5,6,6,0,3,1,0,0
1096735,Juan Cornejo,Coquimbo Unido,15352967,58,0,0,0,0,2,1,0,26,16,12,4,2,3,2,0,0,1,2,0,0,1,3,2,1,0,1,1,0,0
805408,Alejandro Camargo,Coquimbo Unido,15352967,90,1,0,2,2,0,0,0,57,46,38,8,5,0,0,0,0,1,4,0,1,0,3,2,5,0,1,1,0,0
981333,Dylan Glaby,Coquimbo Unido,15352967,57,0,0,0,0,0,0,0,33,28,22,2,0,0,0,1,0,1,1,0,0,1,3,1,6,0,2,0,0,0
852143,Luis Riveros,Coquimbo Unido,15352967,71,0,0,2,1,0,0,1,24,15,12,1,0,0,0,1,1,0,0,1,1,0,4,3,3,0,0,1,0,0
376740,Guido Vadalá,Coquimbo Unido,15352967,79,0,0,1,0,1,0,1,26,19,15,2,2,1,0,1,0,0,0,0,0,0,1,0,4,0,1,0,0,0
1125880,Benjamín Chandía,Coquimbo Unido,15352967,71,0,0,1,0,2,2,0,23,10,5,0,0,5,2,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0
39244,Lucas Pratto,Coquimbo Unido,15352967,57,0,0,2,1,0,0,0,23,12,6,0,0,0,0,0,0,1,0,1,1,1,1,3,2,0,0,1,0,0
829288,Salvador Cordero,Coquimbo Unido,15352967,33,0,0,0,0,0,0,0,20,13,10,0,0,0,0,0,0,0,0,0,1,0,3,2,1,0,1,1,0,0
889043,Rodrigo Holgado,Coquimbo Unido,15352967,33,0,0,0,0,0,0,0,19,12,6,0,0,0,0,2,0,0,0,0,0,1,2,1,5,0,0,0,0,0
974008,Sebastián Cabrera,Coquimbo Unido,15352967,19,0,0,0,0,0,0,0,13,6,5,2,1,3,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0
986513,Dylan Escobar,Coquimbo Unido,15352967,19,0,0,0,0,0,0,0,8,2,2,0,0,1,0,3,1,0,0,1,1,0,1,2,4,0,2,0,0,0
1108027,Alejandro Azócar,Coquimbo Unido,15352967,11,0,0,0,0,0,0,0,10,3,3,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
975882,Tomás Ahumada,Audax Italiano,15352968,90,0,0,0,0,0,0,0,28,25,21,10,6,0,0,0,0,0,1,0,0,0,4,1,0,0,0,1,0,1
981010,Enzo Ferrario,Audax Italiano,15352968,90,0,0,0,0,0,0,0,64,49,39,3,0,0,0,0,0,1,6,0,0,5,3,8,2,0,0,3,0,0
895340,Marcelo Ortíz,Audax Italiano,15352968,90,0,0,0,0,0,0,0,87,77,68,13,8,0,0,1,0,1,6,0,0,0,3,0,2,2,0,0,0,0
1177235,Daniel Piña,Audax Italiano,15352968,90,0,0,1,0,1,0,0,71,51,44,8,4,3,1,1,1,0,4,1,1,2,3,5,3,0,1,1,0,0
1114520,Paolo Guajardo,Audax Italiano,15352968,57,0,0,0,0,1,0,0,28,11,10,0,0,3,1,0,0,3,3,1,1,1,2,2,2,0,3,0,0,0
986532,Federico Mateos,Audax Italiano,15352968,82,0,0,2,0,0,0,0,49,38,28,9,6,2,0,1,1,0,1,0,1,0,4,4,1,1,1,2,1,0
1083863,Nicolás Aedo,Audax Italiano,15352968,74,0,0,2,0,0,0,0,42,32,28,6,3,3,1,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0
1177236,Esteban Matus,Audax Italiano,15352968,90,0,0,1,1,0,0,0,51,25,21,1,0,2,0,3,0,1,2,2,3,0,7,4,7,0,1,1,0,0
1485094,Giovani Chiaverano,Audax Italiano,15352968,82,0,0,0,0,1,0,0,26,14,13,2,1,2,0,1,0,0,1,2,2,0,3,3,7,0,0,1,0,0
875274,Diego Coelho,Audax Italiano,15352968,90,0,0,3,1,2,0,1,26,15,9,1,0,0,0,0,0,0,1,0,0,3,3,7,4,0,1,4,0,0
997539,Rodrigo Cabral,Audax Italiano,15352968,74,1,0,2,2,2,0,0,35,22,18,1,1,4,1,2,0,0,0,0,1,0,3,1,4,0,0,0,0,0
1440662,Favian Loyola,Audax Italiano,15352968,33,0,0,0,0,1,0,0,7,4,3,0,0,0,0,2,1,0,0,0,0,0,2,1,3,0,1,0,0,0
1920586,Mario Sandoval,Audax Italiano,15352968,16,0,0,0,0,0,0,0,7,4,4,2,2,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0
859990,Franco Troyansky,Audax Italiano,15352968,16,0,0,2,1,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,1,0,0
1473443,Diego Monreal,Audax Italiano,15352968,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,1,0,0,0,0,0
906112,Oliver Rojas,Audax Italiano,15352968,8,0,0,0,0,0,0,0,8,4,3,1,0,0,0,0,0,0,1,0,2,0,1,2,0,1,0,0,0,0
790001,Ignacio González,Everton de Viña del Mar,15352968,90,0,0,0,0,0,0,0,24,17,15,3,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,3
988143,Cristopher Barrera,Everton de Viña del Mar,15352968,61,0,0,0,0,1,0,0,32,20,18,0,0,2,0,0,0,1,1,1,2,0,3,2,0,0,0,0,0,0
1216169,Vicente Vega,Everton de Viña del Mar,15352968,83,0,0,0,0,0,0,0,39,26,20,5,1,0,0,0,0,0,3,2,3,3,4,7,2,0,1,1,0,0
976168,Hugo Magallanes,Everton de Viña del Mar,15352968,90,0,0,0,0,0,0,0,33,25,21,2,0,0,0,0,0,2,2,0,0,3,3,4,4,1,1,1,0,0
339891,Diego Oyarzún,Everton de Viña del Mar,15352968,90,0,0,0,0,0,0,0,42,31,26,6,2,0,0,0,0,0,6,0,1,1,2,2,4,2,4,0,0,0
947963,Vicente Fernández,Everton de Viña del Mar,15352968,90,0,0,0,0,1,0,0,59,33,29,4,3,2,1,3,3,0,0,0,1,0,1,4,2,0,1,0,0,0
951270,Joaquín Moya,Everton de Viña del Mar,15352968,90,0,0,0,0,0,0,0,51,40,33,6,3,0,0,1,1,2,0,1,3,0,7,5,1,0,0,1,0,0
800239,Dieter Villalpando,Everton de Viña del Mar,15352968,90,0,0,1,0,2,0,0,71,52,43,11,9,2,0,3,2,0,0,2,2,0,7,4,4,0,0,0,0,0
1199239,Emiliano Ramos,Everton de Viña del Mar,15352968,84,0,0,1,0,0,0,0,44,19,14,1,0,7,2,3,1,1,2,0,0,1,4,4,7,0,2,2,1,0
956838,Julián Alfaro,Everton de Viña del Mar,15352968,70,0,0,1,0,0,0,0,20,12,8,0,0,0,0,1,0,0,0,0,0,0,0,1,5,0,3,1,2,0
