date,round_num,local_team,away_team,Target,league,prediccion,p_away_win,p_draw,p_home_win,resultado_esperado,confianza
2026-05-03,35,Manchester Utd,Liverpool,,premier,-1,0.4821393683256613,0.3247630625863808,0.19309756908795792,Gana Liverpool,0.4821393683256613
2026-05-04,35,Chelsea,Nottingham Forest,,premier,0,0.28948438598418097,0.41361952343415104,0.296896090581668,Empate,0.41361952343415104
2026-05-04,35,Everton,Manchester City,,premier,-1,0.5340749178481766,0.16568719614782504,0.3002378860039984,Gana Manchester City,0.5340749178481766
2026-05-09,36,Brighton,Wolves,,premier,1,0.17905505246274586,0.1873367278639504,0.6336082196733037,Gana Brighton,0.6336082196733037
2026-05-09,36,Fulham,Bournemouth,,premier,1,0.2703806629758212,0.36259795471500395,0.3670213823091748,Gana Fulham,0.3670213823091748
2026-05-09,36,Liverpool,Chelsea,,premier,0,0.2709950810943071,0.4377920637447773,0.29121285516091566,Empate,0.4377920637447773
2026-05-09,36,Manchester City,Brentford,,premier,1,0.1585890516262041,0.31272353273988435,0.5286874156339116,Gana Manchester City,0.5286874156339116
2026-05-09,36,Sunderland,Manchester Utd,,premier,0,0.3492290184625656,0.49842036501100484,0.15235061652642962,Empate,0.49842036501100484
2026-05-10,36,Burnley,Aston Villa,,premier,-1,0.6870766996423969,0.2239485017429694,0.08897479861463366,Gana Aston Villa,0.6870766996423969
2026-05-10,36,Crystal Palace,Everton,,premier,-1,0.4570133334429157,0.34837611818231823,0.19461054837476618,Gana Everton,0.4570133334429157
2026-05-10,36,Nottingham Forest,Newcastle United,,premier,0,0.2980936230381232,0.3659364826857315,0.33596989427614526,Empate,0.3659364826857315
2026-05-10,36,West Ham United,Arsenal,,premier,-1,0.741520088065346,0.14634949528479743,0.1121304166498566,Gana Arsenal,0.741520088065346
2026-05-11,36,Tottenham Hotspur,Leeds United,,premier,0,0.3226876940487096,0.40738777781240815,0.2699245281388823,Empate,0.40738777781240815
2026-05-17,37,Arsenal,Burnley,,premier,1,0.059449733628279246,0.1903567818927509,0.7501934844789698,Gana Arsenal,0.7501934844789698
2026-05-17,37,Aston Villa,Liverpool,,premier,-1,0.4307908812965259,0.3592318041612569,0.20997731454221724,Gana Liverpool,0.4307908812965259
2026-05-17,37,Bournemouth,Manchester City,,premier,0,0.3662217329863505,0.42399457837525145,0.20978368863839814,Empate,0.42399457837525145
2026-05-17,37,Brentford,Crystal Palace,,premier,1,0.26407488271334323,0.29105449891624463,0.4448706183704121,Gana Brentford,0.4448706183704121
2026-05-17,37,Chelsea,Tottenham Hotspur,,premier,1,0.2870219305788863,0.29849082797310617,0.41448724144800747,Gana Chelsea,0.41448724144800747
2026-05-17,37,Everton,Sunderland,,premier,1,0.31590766266440834,0.26812605962424696,0.4159662777113447,Gana Everton,0.4159662777113447
2026-05-17,37,Leeds United,Brighton,,premier,-1,0.3808782254703172,0.34185763473095,0.2772641397987327,Gana Brighton,0.3808782254703172
2026-05-17,37,Manchester Utd,Nottingham Forest,,premier,1,0.24401094417120928,0.34347870012860815,0.4125103557001826,Gana Manchester Utd,0.4125103557001826
2026-05-17,37,Newcastle United,West Ham United,,premier,1,0.2872282504043938,0.28724182556048267,0.4255299240351235,Gana Newcastle United,0.4255299240351235
2026-05-17,37,Wolves,Fulham,,premier,-1,0.5905212791118553,0.2386456249761109,0.17083309591203394,Gana Fulham,0.5905212791118553
2026-05-22,31,Manchester City,Crystal Palace,,premier,1,0.11634863507594326,0.27384881422220114,0.6098025507018556,Gana Manchester City,0.6098025507018556
2026-05-24,38,Brighton,Manchester Utd,,premier,0,0.2938503505753827,0.3958445903535421,0.31030505907107514,Empate,0.3958445903535421
2026-05-24,38,Burnley,Wolves,,premier,-1,0.4301408993526207,0.2659818666062837,0.3038772340410956,Gana Wolves,0.4301408993526207
