target,feature_set,corr_threshold,k,C,class_weight,folds,accuracy,accuracy_std,balanced_accuracy,balanced_accuracy_std,f1,f1_std,roc_auc,roc_auc_std,average_precision,average_precision_std,log_loss,log_loss_std,brier,brier_std
over_25,rolling_plus_table,0.9,72,0.3,balanced,3,0.5787037037037037,0.023606571822188838,0.5748397435897435,0.028589492065123307,0.6156530242869687,0.014048919595327173,0.5654793123543124,0.052478620494605284,0.6352006061149787,0.033890758568569636,0.7825386041096749,0.08087214260097489,0.27686954031402083,0.02491360593913919
over_25,rolling_plus_table,0.95,all,0.03,balanced,3,0.5215141612200436,0.017037573332916164,0.5178977272727273,0.0230598301794774,0.5567859629800335,0.028244124950508175,0.5376238344988344,0.02942156853378249,0.6178808976752558,0.01803233738627436,0.8455908185318148,0.02597210944310648,0.2983283993745412,0.011113139200681785
over_25,rolling_plus_table,0.9,all,0.03,balanced,3,0.5076252723311546,0.015648973745706587,0.5039845571095571,0.014445512294501,0.5440690785452399,0.03402148073261851,0.5347938519813519,0.030104067263512006,0.6195964757339553,0.018532722434897397,0.8480536745288489,0.02752188337447061,0.299614818817223,0.011651546145682116
over_25,rolling_plus_table,0.95,all,0.1,balanced,3,0.5242374727668845,0.022565721662164074,0.516083916083916,0.02791111999483475,0.5763743991592093,0.014048672285861444,0.5296984265734265,0.026791298517989257,0.6035509787017243,0.01419098789216971,1.0394683517255792,0.05402399631616138,0.3339192860876206,0.016541933109157046
over_25,rolling_plus_table,0.9,all,0.1,balanced,3,0.5217864923747276,0.008472957073041442,0.5155230186480186,0.015664223606938026,0.5674565007219848,0.013680863629915607,0.525380608974359,0.02904438818768312,0.6020043803348742,0.021417811833212497,1.040366564395966,0.05671237619164032,0.33540091091539775,0.01691127710572607
over_25,rolling_plus_table,0.9,all,0.3,balanced,3,0.5351307189542484,0.028356461048464305,0.5265952797202798,0.0281971823683348,0.5847438605991727,0.041640259962245685,0.524124053030303,0.02801132121797966,0.6057214718222306,0.02366978502628749,1.329268022689857,0.11962795150030249,0.36330753158776136,0.021446488393225705
over_25,rolling_plus_table,0.95,all,0.3,balanced,3,0.5354030501089325,0.035154988154912706,0.5273455710955711,0.038117540328859514,0.5837753577691659,0.04069801681473417,0.5273965617715617,0.024877971066563125,0.6020838666194868,0.0199421674563013,1.3385893289497626,0.12051591589568152,0.36210234725843654,0.020979240160608988
btts,rolling_plus_table_h2h,0.95,36,0.03,balanced,3,0.5065359477124183,0.03210967941441468,0.48971306471306475,0.024237992917809082,0.5636088609921258,0.06295970679492432,0.5228678728678728,0.05200939074822932,0.6236113339688257,0.04630829352826661,0.7124450986314765,0.029639411822366787,0.2587061029057546,0.01364792900940471
btts,rolling_plus_table_h2h,0.95,36,0.1,balanced,3,0.5179738562091504,0.035373709980674344,0.5017260517260517,0.02630931060886917,0.5776387020680241,0.05938489241551403,0.5176744551744551,0.04833264587067853,0.6299621384730753,0.04443783862851621,0.7233501624543385,0.03148648638272258,0.2633421107063259,0.014079662956098358
btts,rolling_plus_table_h2h,0.9,36,0.03,balanced,3,0.49945533769063183,0.023350709270398718,0.4892621267621268,0.018325289357229463,0.5511552222078538,0.04448890755455927,0.49803899803899804,0.050693016345313716,0.5929369508975024,0.04767053290268782,0.7268974703643934,0.028921211962047427,0.2647660832274854,0.012833586001021118
btts,rolling_plus_table_h2h,0.95,36,0.3,balanced,3,0.5065359477124183,0.03210967941441468,0.49393523143523144,0.024324286072403657,0.5608669108669108,0.05479350963662935,0.5129181004181004,0.049090260938827936,0.6286604228813878,0.04208296010209385,0.7323305363084004,0.0306717257576104,0.26713663322764764,0.013467526777772637
btts,rolling_plus_table_h2h,0.95,72,0.03,balanced,3,0.539488017429194,0.018296924871722072,0.5335414585414585,0.014379296976535573,0.5695422130204739,0.06194188176221168,0.5269744144744145,0.031206185776994237,0.6042611204680527,0.031090373324008845,0.7383656338961351,0.03581797970316448,0.26771852036463356,0.013075012510122708
btts,rolling_plus_table_h2h,0.9,36,0.1,balanced,3,0.4991830065359477,0.012354353183239365,0.48632062382062385,0.009859454621822715,0.5588033212211538,0.03460366289097296,0.4987910237910238,0.04688947824320923,0.5991177912699118,0.04846777296158326,0.7433227198092792,0.03249086198306023,0.27098793438883734,0.013599363833060363
btts,rolling_plus_table_h2h,0.9,72,0.03,balanced,3,0.5247821350762527,0.045225014117494314,0.5181582306582306,0.05109326672939905,0.562654716175843,0.06027963888786381,0.49974516224516224,0.0260837524637856,0.5849527286833021,0.015430814464558979,0.7533287024386056,0.026308262478724476,0.27428906394948604,0.008421525505163157
btts,rolling_plus_table_h2h,0.9,36,0.3,balanced,3,0.5177015250544662,0.024729708245635043,0.5046078921078921,0.021501917981436674,0.5788895494682336,0.036578809586776576,0.49751914751914755,0.04966737084432783,0.6022043216296642,0.05120407504485294,0.7552110038676271,0.03378032467023308,0.2752840173585276,0.013543789358835481
btts,rolling_plus_table_h2h,0.95,72,0.1,balanced,3,0.5302287581699346,0.014446391296159999,0.5230533355533357,0.027043585557322943,0.5645226401130324,0.04634315749075507,0.5278170903170903,0.022203947566545344,0.60696666456119,0.02774478543074712,0.765978834337183,0.040614733934505085,0.27678775944001716,0.011765443832039703
btts,rolling_plus_table_h2h,0.9,72,0.1,balanced,3,0.5070806100217865,0.03174965499300585,0.498500111000111,0.03194207087492257,0.5481810587073745,0.06441405473909949,0.4942081067081068,0.034304808264769934,0.5852992117670563,0.006246168673964413,0.7863375249430608,0.022742079337643425,0.2852285744050292,0.005882162518948007
btts,rolling_plus_table_h2h,0.95,72,0.3,balanced,3,0.5166122004357298,0.021823905783931563,0.5085719835719836,0.02115745939177194,0.5551708798576508,0.058886066474327696,0.5191359566359567,0.020454210147850864,0.6032784324536398,0.018560734685219727,0.7954297833219734,0.04367535721799785,0.286033760335314,0.009714956072796547
btts,rolling_plus_table_h2h,0.95,all,0.03,balanced,3,0.5403050108932462,0.03129794749141319,0.5306554556554556,0.037074410742063586,0.593780964038002,0.015807502987008764,0.5354090354090354,0.07451939925781023,0.6379864184818411,0.061865230397549376,0.808640693624501,0.10244075940372757,0.2876956902852985,0.03629084750172033
btts,rolling_plus_table_h2h,0.9,all,0.03,balanced,3,0.5288671023965142,0.03853654237757895,0.5225732600732601,0.04090369344369056,0.5798595386484369,0.025136703901418825,0.5247451622451623,0.06591995101852872,0.6216162958310734,0.055189088018030616,0.8128804396890751,0.09813407895994045,0.2905755007443233,0.03371735741978666
