date,time,local_team,away_team,event_id,custom_id,h2h_all_matches,h2h_all_local_win_pct,h2h_all_draw_pct,h2h_all_away_win_pct,h2h_all_local_goals_avg,h2h_all_away_goals_avg,h2h_all_total_goals_avg,h2h_all_btts_pct,h2h_all_over25_pct,h2h_all_local_points_avg,h2h_all_away_points_avg,h2h_last10_matches,h2h_last10_local_win_pct,h2h_last10_draw_pct,h2h_last10_away_win_pct,h2h_last10_local_goals_avg,h2h_last10_away_goals_avg,h2h_last10_total_goals_avg,h2h_last10_btts_pct,h2h_last10_over25_pct,h2h_last10_local_points_avg,h2h_last10_away_points_avg,h2h_last5_matches,h2h_last5_local_win_pct,h2h_last5_draw_pct,h2h_last5_away_win_pct,h2h_last5_local_goals_avg,h2h_last5_away_goals_avg,h2h_last5_total_goals_avg,h2h_last5_btts_pct,h2h_last5_over25_pct,h2h_last5_local_points_avg,h2h_last5_away_points_avg,season_id,season_name
2025-09-14,10:00,Lille,Toulouse,14065728,THsGI,66,0.4090909090909091,0.3181818181818182,0.2727272727272727,1.2575757575757576,0.8939393939393939,2.1515151515151514,0.42424242424242425,0.4090909090909091,1.5454545454545454,1.1363636363636365,10,0.5,0.2,0.3,1.5,1.1,2.6,0.7,0.7,1.7,1.1,5,0.6,0.2,0.2,1.6,1.2,2.8,0.8,0.6,2.0,0.8,77356,Ligue 1 25/26
2025-09-14,12:15,Paris Saint-Germain,RC Lens,14065720,UHsYH,78,0.5,0.21794871794871795,0.28205128205128205,1.705128205128205,1.2692307692307692,2.9743589743589745,0.6025641025641025,0.5897435897435898,1.7179487179487178,1.064102564102564,10,0.6,0.2,0.2,1.6,1.0,2.6,0.7,0.5,2.0,0.8,5,1.0,0.0,0.0,2.2,0.6,2.8,0.6,0.6,3.0,0.0,77356,Ligue 1 25/26
2025-09-14,12:15,Stade Brestois,Paris FC,14065722,pJsvwc,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77356,Ligue 1 25/26
2025-09-14,12:15,RC Strasbourg,Le Havre,14065724,jIsmI,24,0.4583333333333333,0.08333333333333333,0.4583333333333333,1.0833333333333333,1.2083333333333333,2.2916666666666665,0.3333333333333333,0.4166666666666667,1.4583333333333333,1.4583333333333333,10,0.5,0.1,0.4,1.2,1.0,2.2,0.4,0.4,1.6,1.3,5,0.4,0.2,0.4,1.8,1.6,3.4,0.8,0.8,1.4,1.4,77356,Ligue 1 25/26
2025-09-14,12:15,Metz,Angers,14065723,bIsJI,29,0.41379310344827586,0.1724137931034483,0.41379310344827586,1.1724137931034482,1.2413793103448276,2.413793103448276,0.41379310344827586,0.41379310344827586,1.4137931034482758,1.4137931034482758,10,0.4,0.1,0.5,1.1,1.3,2.4,0.5,0.5,1.3,1.6,5,0.2,0.2,0.6,0.8,1.6,2.4,0.4,0.4,0.8,2.0,77356,Ligue 1 25/26
2025-09-14,15:45,Stade Rennais,Olympique Lyonnais,14065727,ZHsiI,77,0.2987012987012987,0.2857142857142857,0.4155844155844156,1.2597402597402598,1.5194805194805194,2.779220779220779,0.5714285714285714,0.5454545454545454,1.1818181818181819,1.5324675324675325,10,0.5,0.1,0.4,2.1,1.8,3.9,0.7,0.8,1.6,1.3,5,0.4,0.0,0.6,1.6,2.0,3.6,0.6,0.8,1.2,1.8,77356,Ligue 1 25/26
2025-09-19,15:45,Olympique Lyonnais,Angers,14065737,ZHsJI,37,0.5945945945945946,0.16216216216216217,0.24324324324324326,1.8918918918918919,0.9459459459459459,2.8378378378378377,0.4864864864864865,0.5675675675675675,1.945945945945946,0.8918918918918919,10,0.9,0.0,0.1,2.8,0.7,3.5,0.3,0.8,2.7,0.3,5,1.0,0.0,0.0,3.2,0.6,3.8,0.4,0.8,3.0,0.0,77356,Ligue 1 25/26
2025-09-20,12:00,Nantes,Stade Rennais,14065726,XHsiI,74,0.3918918918918919,0.2702702702702703,0.33783783783783783,1.0945945945945945,1.0810810810810811,2.175675675675676,0.3918918918918919,0.3918918918918919,1.445945945945946,1.2837837837837838,10,0.2,0.1,0.7,0.5,1.5,2.0,0.3,0.5,0.7,2.2,5,0.2,0.0,0.8,0.6,1.8,2.4,0.4,0.6,0.6,2.4,77356,Ligue 1 25/26
2025-09-20,14:00,Stade Brestois,Nice,14065730,lIspJ,32,0.3125,0.28125,0.40625,1.03125,1.28125,2.3125,0.25,0.40625,1.21875,1.5,10,0.2,0.2,0.6,0.6,1.6,2.2,0.2,0.4,0.8,2.0,5,0.2,0.4,0.4,0.2,1.4,1.6,0.0,0.2,1.0,1.6,77356,Ligue 1 25/26
2025-09-20,16:05,RC Lens,Lille,14065725,THsYH,70,0.2714285714285714,0.3142857142857143,0.4142857142857143,1.0142857142857142,1.2714285714285714,2.2857142857142856,0.5,0.37142857142857144,1.1285714285714286,1.5571428571428572,10,0.2,0.2,0.6,0.6,1.6,2.2,0.4,0.4,0.8,2.0,5,0.0,0.4,0.6,0.6,1.4,2.0,0.6,0.2,0.4,2.2,77356,Ligue 1 25/26
2025-09-21,10:00,Paris FC,RC Strasbourg,14065729,jIsvwc,6,0.16666666666666666,0.3333333333333333,0.5,0.8333333333333334,1.3333333333333333,2.1666666666666665,0.3333333333333333,0.3333333333333333,0.8333333333333334,1.8333333333333333,6,0.16666666666666666,0.3333333333333333,0.5,0.8333333333333334,1.3333333333333333,2.1666666666666665,0.3333333333333333,0.3333333333333333,0.8333333333333334,1.8333333333333333,5,0.2,0.2,0.6,0.8,1.4,2.2,0.2,0.4,0.8,2.0,77356,Ligue 1 25/26
2025-09-21,12:15,AS Monaco,Metz,14065733,bIsdI,79,0.4810126582278481,0.25316455696202533,0.26582278481012656,1.7468354430379747,1.0379746835443038,2.7848101265822787,0.4936708860759494,0.5316455696202531,1.6962025316455696,1.0506329113924051,10,0.9,0.0,0.1,2.7,0.8,3.5,0.4,0.8,2.7,0.3,5,1.0,0.0,0.0,3.4,0.8,4.2,0.6,1.0,3.0,0.0,77356,Ligue 1 25/26
2025-09-21,12:15,Auxerre,Toulouse,14065731,WHsGI,52,0.4230769230769231,0.28846153846153844,0.28846153846153844,1.3076923076923077,1.0,2.3076923076923075,0.40384615384615385,0.40384615384615385,1.5576923076923077,1.1538461538461537,10,0.3,0.3,0.4,1.1,1.4,2.5,0.4,0.4,1.2,1.5,5,0.0,0.4,0.6,0.6,2.2,2.8,0.4,0.4,0.4,2.2,77356,Ligue 1 25/26
2025-09-21,12:15,Le Havre,Lorient,14065732,gIsmI,6,0.16666666666666666,0.5,0.3333333333333333,1.3333333333333333,1.3333333333333333,2.6666666666666665,0.5,0.5,1.0,1.5,6,0.16666666666666666,0.5,0.3333333333333333,1.3333333333333333,1.3333333333333333,2.6666666666666665,0.5,0.5,1.0,1.5,5,0.2,0.4,0.4,1.6,1.6,3.2,0.6,0.6,1.0,1.6,77356,Ligue 1 25/26
2025-09-22,15:00,Olympique de Marseille,Paris Saint-Germain,14065734,QHsUH,91,0.32967032967032966,0.24175824175824176,0.42857142857142855,1.1318681318681318,1.4175824175824177,2.5494505494505493,0.5054945054945055,0.5274725274725275,1.2307692307692308,1.5274725274725274,10,0.1,0.1,0.8,0.3,2.0,2.3,0.2,0.5,0.4,2.5,5,0.0,0.0,1.0,0.2,3.0,3.2,0.2,0.8,0.0,3.0,77356,Ligue 1 25/26
2025-09-26,15:45,RC Strasbourg,Olympique de Marseille,14065740,QHsjI,61,0.22950819672131148,0.3442622950819672,0.4262295081967213,1.1311475409836065,1.6229508196721312,2.7540983606557377,0.5573770491803278,0.4426229508196721,1.0327868852459017,1.6229508196721312,10,0.1,0.6,0.3,0.9,1.5,2.4,0.6,0.3,0.9,1.5,5,0.2,0.8,0.0,1.2,1.0,2.2,0.8,0.2,1.4,0.8,77356,Ligue 1 25/26
2025-09-27,12:00,Lorient,AS Monaco,14167868,dIsgI,30,0.2,0.36666666666666664,0.43333333333333335,1.0666666666666667,1.6333333333333333,2.7,0.5333333333333333,0.5333333333333333,0.9666666666666667,1.6666666666666667,10,0.1,0.5,0.4,1.2,2.3,3.5,0.6,0.8,0.8,1.7,5,0.0,0.8,0.2,1.4,1.8,3.2,0.8,0.8,0.8,1.4,77356,Ligue 1 25/26
2025-09-27,14:00,Toulouse,Nantes,14065736,XHsGI,61,0.29508196721311475,0.26229508196721313,0.4426229508196721,0.9344262295081968,1.360655737704918,2.2950819672131146,0.4918032786885246,0.45901639344262296,1.1475409836065573,1.5901639344262295,10,0.3,0.3,0.4,0.8,1.0,1.8,0.5,0.5,1.2,1.5,5,0.2,0.6,0.2,0.6,0.6,1.2,0.4,0.4,1.2,1.2,77356,Ligue 1 25/26
2025-09-27,16:05,Paris Saint-Germain,Auxerre,14167872,UHsWH,68,0.4264705882352941,0.3235294117647059,0.25,1.2794117647058822,0.9117647058823529,2.1911764705882355,0.47058823529411764,0.38235294117647056,1.6029411764705883,1.0735294117647058,10,0.5,0.3,0.2,1.7,1.0,2.7,0.6,0.5,1.8,0.9,5,0.6,0.4,0.0,2.2,0.6,2.8,0.6,0.6,2.2,0.4,77356,Ligue 1 25/26
2025-09-28,10:00,Nice,Paris FC,14065741,lIsvwc,6,0.5,0.0,0.5,2.0,1.8333333333333333,3.8333333333333335,0.5,0.8333333333333334,1.5,1.5,6,0.5,0.0,0.5,2.0,1.8333333333333333,3.8333333333333335,0.5,0.8333333333333334,1.5,1.5,5,0.4,0.0,0.6,1.8,1.8,3.6,0.4,0.8,1.2,1.8,77356,Ligue 1 25/26
2025-09-28,12:15,Lille,Olympique Lyonnais,14167870,THsZH,84,0.34523809523809523,0.30952380952380953,0.34523809523809523,1.2261904761904763,1.3333333333333333,2.5595238095238093,0.5595238095238095,0.5,1.3452380952380953,1.3452380952380953,10,0.3,0.4,0.3,1.5,1.4,2.9,0.6,0.4,1.3,1.3,5,0.2,0.4,0.4,2.0,2.0,4.0,0.8,0.6,1.0,1.6,77356,Ligue 1 25/26
2025-09-28,12:15,Angers,Stade Brestois,14065738,JIspJ,12,0.5,0.16666666666666666,0.3333333333333333,1.0,1.0833333333333333,2.0833333333333335,0.25,0.25,1.6666666666666667,1.1666666666666667,10,0.4,0.2,0.4,0.9,1.3,2.2,0.3,0.3,1.4,1.4,5,0.4,0.0,0.6,0.8,1.8,2.6,0.2,0.4,1.2,1.8,77356,Ligue 1 25/26
2025-09-28,12:15,Metz,Le Havre,14065735,bIsmI,26,0.46153846153846156,0.3076923076923077,0.23076923076923078,1.1923076923076923,0.6153846153846154,1.8076923076923077,0.3076923076923077,0.38461538461538464,1.6923076923076923,1.0,10,0.4,0.3,0.3,0.9,0.5,1.4,0.2,0.3,1.5,1.2,5,0.6,0.2,0.2,1.0,0.2,1.2,0.0,0.2,2.0,0.8,77356,Ligue 1 25/26
2025-09-28,15:45,Stade Rennais,RC Lens,14065739,YHsiI,58,0.3103448275862069,0.29310344827586204,0.39655172413793105,1.0172413793103448,1.1724137931034482,2.189655172413793,0.4482758620689655,0.3793103448275862,1.2241379310344827,1.4827586206896552,10,0.0,0.5,0.5,0.5,1.1,1.6,0.5,0.1,0.5,2.0,5,0.0,0.6,0.4,0.6,1.0,1.6,0.6,0.0,0.6,1.8,77356,Ligue 1 25/26
2025-10-03,15:45,Paris FC,Lorient,14661320,gIsvwc,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77356,Ligue 1 25/26
