source_url,date,time,local_team,away_team,decimal_home_win,decimal_draw,decimal_away_win,decimal_home_or_draw,decimal_draw_or_away,decimal_home_or_away,decimal_btts_yes,decimal_btts_no,decimal_over_15,decimal_under_15,decimal_over_25,decimal_under_25,season_id,season_name
https://www.sofascore.com/hamburger-sv-borussia-dortmund/ydbsBdb,2025-11-08,11:30,Hamburger SV,Borussia Dortmund,3.9,3.9,1.85,1.8333,1.2857,1.25,1.5333,2.375,1.1667,5.0,1.5714,2.375,77333,Bundesliga 25/26
https://www.sofascore.com/1-fc-heidenheim-bayer-04-leverkusen/GdbsKrc,2025-11-08,11:30,Bayer 04 Leverkusen,1. FC Heidenheim,1.4,5.0,7.5,1.1,2.75,1.1667,1.75,2.0,1.1667,5.0,1.5333,2.5,77333,Bundesliga 25/26
https://www.sofascore.com/rb-leipzig-tsg-hoffenheim/ubbskCo,2025-11-08,11:30,TSG Hoffenheim,RB Leipzig,2.75,3.9,2.3,1.5714,1.4444,1.25,1.4,2.75,1.125,6.0,1.4444,2.75,77333,Bundesliga 25/26
https://www.sofascore.com/1-fc-koln-borussia-mgladbach/Cabswdb,2025-11-08,14:30,Borussia M'gladbach,1. FC Köln,2.05,3.75,3.4,1.3636,1.6667,1.2857,1.5,2.5,1.2,4.5,1.6154,2.3,77333,Bundesliga 25/26
https://www.sofascore.com/sc-freiburg-fc-st-pauli/BabsNab,2025-11-09,11:30,SC Freiburg,FC St. Pauli,1.75,3.6,4.75,1.1818,2.0,1.2857,1.9091,1.9091,1.3,3.5,2.0,1.8,77333,Bundesliga 25/26
https://www.sofascore.com/vfb-stuttgart-fc-augsburg/acbsCdb,2025-11-09,13:30,VfB Stuttgart,FC Augsburg,1.5,4.5,6.0,1.1429,2.375,1.2,1.5714,2.25,1.1429,5.5,1.5,2.625,77333,Bundesliga 25/26
https://www.sofascore.com/eintracht-frankfurt-1-fsv-mainz-05/gbbszdb,2025-11-09,15:30,Eintracht Frankfurt,1. FSV Mainz 05,1.83,4.0,3.9,1.25,1.9091,1.2222,1.5333,2.375,1.1667,5.0,1.5714,2.375,77333,Bundesliga 25/26
https://www.sofascore.com/tsg-hoffenheim-1-fsv-mainz-05/gbbsubb,2025-11-21,16:30,1. FSV Mainz 05,TSG Hoffenheim,2.45,3.5,2.7,1.4444,1.5333,1.2857,1.5333,2.375,1.2,4.5,1.6667,2.2,77333,Bundesliga 25/26
https://www.sofascore.com/fc-bayern-munchen-sc-freiburg/Nabsxdb,2025-11-22,11:30,FC Bayern München,SC Freiburg,1.17,8.0,13.0,1.04,5.0,1.0833,2.0,1.75,1.1111,6.5,1.3636,3.2,77333,Bundesliga 25/26
https://www.sofascore.com/vfb-stuttgart-borussia-dortmund/ydbsCdb,2025-11-22,11:30,Borussia Dortmund,VfB Stuttgart,1.75,3.9,4.2,1.2222,2.0,1.25,1.5714,2.25,1.1667,5.0,1.5714,2.375,77333,Bundesliga 25/26
